Game,League,League_Week,Event ID,Date,Team A,Score,Team B
Football League,Germany,Week 7,#437641,02/11/2024 15:06,MGB,0 : 0,HOF
Football League,Germany,Week 7,#437642,02/11/2024 15:06,UBE,1 : 5,BVB
Football League,Germany,Week 7,#437643,02/11/2024 15:06,HDH,2 : 1,KIE
Football League,Germany,Week 6,#437626,02/11/2024 15:03,KIE,2 : 1,BRE
Football League,Germany,Week 6,#437627,02/11/2024 15:03,MNZ,2 : 2,BVB
Football League,Germany,Week 6,#437628,02/11/2024 15:03,WLF,0 : 4,RBL
Football League,Germany,Week 6,#437629,02/11/2024 15:03,HDH,0 : 6,BOC
Football League,Germany,Week 6,#437630,02/11/2024 15:03,HOF,0 : 2,STU
Football League,Germany,Week 6,#437631,02/11/2024 15:03,FRE,0 : 3,FRA
Football League,Germany,Week 6,#437632,02/11/2024 15:03,STP,0 : 0,UBE
Football League,Germany,Week 6,#437633,02/11/2024 15:03,LEV,3 : 3,BMU
Football League,Germany,Week 6,#437634,02/11/2024 15:03,AUG,5 : 0,MGB
Football League,Germany,Week 5,#437617,02/11/2024 15:00,RBL,0 : 0,HDH
Football League,Germany,Week 5,#437618,02/11/2024 15:00,FRA,2 : 1,HOF
Football League,Germany,Week 5,#437619,02/11/2024 15:00,BVB,3 : 0,STP
Football League,Germany,Week 5,#437620,02/11/2024 15:00,STU,1 : 1,AUG
Football League,Germany,Week 5,#437621,02/11/2024 15:00,FRE,3 : 3,MNZ
Football League,Germany,Week 5,#437622,02/11/2024 15:00,BMU,5 : 0,WLF
Football League,Germany,Week 5,#437623,02/11/2024 15:00,UBE,4 : 1,LEV
Football League,Germany,Week 5,#437624,02/11/2024 15:00,BRE,2 : 0,BOC
Football League,Germany,Week 5,#437625,02/11/2024 15:00,MGB,0 : 1,KIE
Football League,Germany,Week 4,#437608,02/11/2024 14:57,LEV,4 : 0,BVB
Football League,Germany,Week 4,#437609,02/11/2024 14:57,AUG,0 : 3,FRA
Football League,Germany,Week 4,#437610,02/11/2024 14:57,BOC,1 : 1,MGB
Football League,Germany,Week 4,#437611,02/11/2024 14:57,MNZ,2 : 0,STP
Football League,Germany,Week 4,#437612,02/11/2024 14:57,WLF,0 : 1,UBE
Football League,Germany,Week 4,#437613,02/11/2024 14:57,KIE,3 : 1,STU
Football League,Germany,Week 4,#437614,02/11/2024 14:57,HOF,0 : 3,FRE
Football League,Germany,Week 4,#437615,02/11/2024 14:57,BRE,1 : 2,RBL
Football League,Germany,Week 4,#437616,02/11/2024 14:57,HDH,0 : 1,BMU
Football League,Germany,Week 3,#437599,02/11/2024 14:54,BMU,4 : 1,BRE
Football League,Germany,Week 3,#437600,02/11/2024 14:54,BVB,3 : 1,WLF
Football League,Germany,Week 3,#437601,02/11/2024 14:54,STP,1 : 4,LEV
Football League,Germany,Week 3,#437602,02/11/2024 14:54,MGB,0 : 3,RBL
Football League,Germany,Week 3,#437603,02/11/2024 14:54,STU,2 : 2,BOC
Football League,Germany,Week 3,#437604,02/11/2024 14:54,UBE,4 : 0,HDH
Football League,Germany,Week 3,#437605,02/11/2024 14:54,FRE,1 : 0,AUG
Football League,Germany,Week 3,#437606,02/11/2024 14:54,FRA,0 : 2,KIE
Football League,Germany,Week 3,#437607,02/11/2024 14:54,HOF,2 : 0,MNZ
Football League,Germany,Week 2,#437590,02/11/2024 14:51,BRE,3 : 0,UBE
Football League,Germany,Week 2,#437591,02/11/2024 14:51,MNZ,0 : 2,LEV
Football League,Germany,Week 2,#437592,02/11/2024 14:51,BOC,3 : 1,FRA
Football League,Germany,Week 2,#437593,02/11/2024 14:51,HDH,1 : 0,BVB
Football League,Germany,Week 2,#437594,02/11/2024 14:51,MGB,1 : 2,BMU
Football League,Germany,Week 2,#437595,02/11/2024 14:51,WLF,1 : 3,STP
Football League,Germany,Week 2,#437596,02/11/2024 14:51,AUG,1 : 1,HOF
Football League,Germany,Week 2,#437597,02/11/2024 14:51,RBL,0 : 2,STU
Football League,Germany,Week 2,#437598,02/11/2024 14:51,KIE,0 : 3,FRE
Football League,Germany,Week 1,#437581,02/11/2024 14:48,FRA,2 : 0,RBL
Football League,Germany,Week 1,#437582,02/11/2024 14:48,HOF,2 : 3,KIE
Football League,Germany,Week 1,#437583,02/11/2024 14:48,UBE,4 : 0,MGB
Football League,Germany,Week 1,#437584,02/11/2024 14:48,STP,1 : 0,HDH
Football League,Germany,Week 1,#437585,02/11/2024 14:48,LEV,0 : 3,WLF
Football League,Germany,Week 1,#437586,02/11/2024 14:48,FRE,2 : 1,BOC
Football League,Germany,Week 1,#437587,02/11/2024 14:48,STU,0 : 1,BMU
Football League,Germany,Week 1,#437588,02/11/2024 14:48,BVB,3 : 3,BRE
Football League,Germany,Week 1,#437589,02/11/2024 14:48,AUG,1 : 1,MNZ
Football League,Germany,Week 34,#437572,02/11/2024 14:45,KIE,2 : 0,UBE
Football League,Germany,Week 34,#437573,02/11/2024 14:45,MGB,1 : 2,BVB
Football League,Germany,Week 34,#437574,02/11/2024 14:45,MNZ,0 : 0,FRE
Football League,Germany,Week 34,#437575,02/11/2024 14:45,FRA,2 : 2,BOC
Football League,Germany,Week 34,#437576,02/11/2024 14:45,BRE,2 : 1,AUG
Football League,Germany,Week 34,#437577,02/11/2024 14:45,STU,1 : 0,RBL
Football League,Germany,Week 34,#437578,02/11/2024 14:45,HOF,4 : 1,WLF
Football League,Germany,Week 34,#437579,02/11/2024 14:45,BMU,5 : 1,HDH
Football League,Germany,Week 34,#437580,02/11/2024 14:45,LEV,6 : 0,STP
Football League,Germany,Week 33,#437563,02/11/2024 14:42,AUG,0 : 0,MGB
Football League,Germany,Week 33,#437564,02/11/2024 14:42,BVB,2 : 1,HOF
Football League,Germany,Week 33,#437565,02/11/2024 14:42,RBL,4 : 0,BOC
Football League,Germany,Week 33,#437566,02/11/2024 14:42,WLF,1 : 3,STU
Football League,Germany,Week 33,#437567,02/11/2024 14:42,STP,0 : 2,BMU
Football League,Germany,Week 33,#437568,02/11/2024 14:42,FRE,2 : 0,KIE
Football League,Germany,Week 33,#437569,02/11/2024 14:42,BRE,2 : 1,MNZ
Football League,Germany,Week 33,#437570,02/11/2024 14:42,HDH,0 : 4,FRA
Football League,Germany,Week 33,#437571,02/11/2024 14:42,UBE,3 : 2,LEV
Football League,Germany,Week 32,#437554,02/11/2024 14:39,STU,4 : 0,BVB
Football League,Germany,Week 32,#437555,02/11/2024 14:39,HOF,3 : 0,AUG
Football League,Germany,Week 32,#437556,02/11/2024 14:39,MGB,3 : 0,BRE
Football League,Germany,Week 32,#437557,02/11/2024 14:39,BOC,0 : 2,WLF
Football League,Germany,Week 32,#437558,02/11/2024 14:39,BMU,1 : 2,UBE
Football League,Germany,Week 32,#437559,02/11/2024 14:39,LEV,2 : 3,FRE
Football League,Germany,Week 32,#437560,02/11/2024 14:39,MNZ,4 : 2,KIE
Football League,Germany,Week 32,#437561,02/11/2024 14:39,RBL,1 : 0,HDH
Football League,Germany,Week 32,#437562,02/11/2024 14:39,FRA,1 : 0,STP
Football League,Germany,Week 31,#437545,02/11/2024 14:36,WLF,3 : 0,HDH
Football League,Germany,Week 31,#437546,02/11/2024 14:36,BVB,3 : 1,BOC
Football League,Germany,Week 31,#437547,02/11/2024 14:36,KIE,1 : 3,LEV
Football League,Germany,Week 31,#437548,02/11/2024 14:36,AUG,0 : 4,STU
Football League,Germany,Week 31,#437549,02/11/2024 14:36,STP,1 : 2,RBL
Football League,Germany,Week 31,#437550,02/11/2024 14:36,BRE,2 : 2,HOF
Football League,Germany,Week 31,#437551,02/11/2024 14:36,MGB,0 : 0,MNZ
Football League,Germany,Week 31,#437552,02/11/2024 14:36,FRE,2 : 1,BMU
Football League,Germany,Week 31,#437553,02/11/2024 14:36,UBE,2 : 3,FRA
Football League,Germany,Week 30,#437536,02/11/2024 14:33,STU,2 : 1,BRE
Football League,Germany,Week 30,#437537,02/11/2024 14:33,HDH,1 : 0,BVB
Football League,Germany,Week 30,#437538,02/11/2024 14:33,HOF,0 : 4,MGB
Football League,Germany,Week 30,#437539,02/11/2024 14:33,BOC,0 : 4,AUG
Football League,Germany,Week 30,#437540,02/11/2024 14:33,MNZ,0 : 0,LEV
Football League,Germany,Week 30,#437541,02/11/2024 14:33,RBL,3 : 0,UBE
Football League,Germany,Week 30,#437542,02/11/2024 14:33,BMU,5 : 1,KIE
Football League,Germany,Week 30,#437543,02/11/2024 14:33,WLF,3 : 1,STP
Football League,Germany,Week 30,#437544,02/11/2024 14:33,FRA,3 : 1,FRE
Football League,Germany,Week 29,#437527,02/11/2024 14:30,HOF,2 : 2,MNZ
Football League,Germany,Week 29,#437528,02/11/2024 14:30,AUG,0 : 0,HDH
Football League,Germany,Week 29,#437529,02/11/2024 14:30,LEV,0 : 3,BMU
Football League,Germany,Week 29,#437530,02/11/2024 14:30,BVB,1 : 2,STP
Football League,Germany,Week 29,#437531,02/11/2024 14:30,FRE,0 : 1,RBL
Football League,Germany,Week 29,#437532,02/11/2024 14:30,MGB,1 : 0,STU
Football League,Germany,Week 29,#437533,02/11/2024 14:30,KIE,0 : 1,FRA
Football League,Germany,Week 29,#437534,02/11/2024 14:30,UBE,0 : 1,WLF
Football League,Germany,Week 29,#437535,02/11/2024 14:30,BRE,3 : 1,BOC
Football League,Germany,Week 28,#437518,02/11/2024 14:27,RBL,2 : 0,KIE
Football League,Germany,Week 28,#437519,02/11/2024 14:27,STP,1 : 1,AUG
Football League,Germany,Week 28,#437520,02/11/2024 14:27,HDH,1 : 0,BRE
Football League,Germany,Week 28,#437521,02/11/2024 14:27,STU,1 : 0,HOF
Football League,Germany,Week 28,#437522,02/11/2024 14:27,BOC,0 : 1,MGB
Football League,Germany,Week 28,#437523,02/11/2024 14:27,FRA,3 : 3,LEV
Football League,Germany,Week 28,#437524,02/11/2024 14:27,MNZ,0 : 2,BMU
Football League,Germany,Week 28,#437525,02/11/2024 14:27,WLF,0 : 2,FRE
Football League,Germany,Week 28,#437526,02/11/2024 14:27,BVB,2 : 0,UBE
Football League,Germany,Week 27,#437509,02/11/2024 14:24,FRE,0 : 2,BVB
Football League,Germany,Week 27,#437510,02/11/2024 14:24,BMU,3 : 2,FRA
Football League,Germany,Week 27,#437511,02/11/2024 14:24,MGB,2 : 2,HDH
Football League,Germany,Week 27,#437512,02/11/2024 14:24,LEV,2 : 3,RBL
Football League,Germany,Week 27,#437513,02/11/2024 14:24,AUG,1 : 0,UBE
Football League,Germany,Week 27,#437514,02/11/2024 14:24,HOF,0 : 0,BOC
Football League,Germany,Week 27,#437515,02/11/2024 14:24,KIE,0 : 2,WLF
Football League,Germany,Week 27,#437516,02/11/2024 14:24,BRE,2 : 1,STP
Football League,Germany,Week 27,#437517,02/11/2024 14:24,STU,1 : 3,MNZ
Football League,Germany,Week 26,#437500,02/11/2024 14:21,RBL,3 : 2,BMU
Football League,Germany,Week 26,#437501,02/11/2024 14:21,AUG,1 : 1,FRE
Football League,Germany,Week 26,#437502,02/11/2024 14:21,STP,1 : 3,MGB
Football League,Germany,Week 26,#437503,02/11/2024 14:21,BOC,2 : 1,STU
Football League,Germany,Week 26,#437504,02/11/2024 14:21,HDH,2 : 0,HOF
Football League,Germany,Week 26,#437505,02/11/2024 14:21,WLF,1 : 3,LEV
Football League,Germany,Week 26,#437506,02/11/2024 14:21,UBE,0 : 2,BRE
Football League,Germany,Week 26,#437507,02/11/2024 14:21,MNZ,2 : 4,FRA
Football League,Germany,Week 26,#437508,02/11/2024 14:21,BVB,0 : 2,KIE
Football League,Germany,Week 25,#437491,02/11/2024 14:18,BMU,2 : 0,WLF
Football League,Germany,Week 25,#437492,02/11/2024 14:18,FRA,2 : 2,RBL
Football League,Germany,Week 25,#437493,02/11/2024 14:18,BOC,0 : 0,MNZ
Football League,Germany,Week 25,#437494,02/11/2024 14:18,MGB,4 : 1,UBE
Football League,Germany,Week 25,#437495,02/11/2024 14:18,LEV,2 : 2,BVB
Football League,Germany,Week 25,#437496,02/11/2024 14:18,STU,2 : 0,HDH
Football League,Germany,Week 25,#437497,02/11/2024 14:18,HOF,1 : 0,STP
Football League,Germany,Week 25,#437498,02/11/2024 14:18,KIE,0 : 3,AUG
Football League,Germany,Week 25,#437499,02/11/2024 14:18,BRE,1 : 0,FRE
Football League,Germany,Week 24,#437482,02/11/2024 14:15,AUG,2 : 2,LEV
Football League,Germany,Week 24,#437483,02/11/2024 14:15,STP,2 : 3,STU
Football League,Germany,Week 24,#437484,02/11/2024 14:15,UBE,1 : 2,HOF
Football League,Germany,Week 24,#437485,02/11/2024 14:15,BVB,1 : 1,BMU
Football League,Germany,Week 24,#437486,02/11/2024 14:15,MNZ,1 : 2,RBL
Football League,Germany,Week 24,#437487,02/11/2024 14:15,FRE,1 : 3,MGB
Football League,Germany,Week 24,#437488,02/11/2024 14:15,BRE,1 : 1,KIE
Football League,Germany,Week 24,#437489,02/11/2024 14:15,HDH,3 : 1,BOC
Football League,Germany,Week 24,#437490,02/11/2024 14:15,WLF,1 : 1,FRA
Football League,Germany,Week 23,#437473,02/11/2024 14:12,HOF,2 : 3,FRE
Football League,Germany,Week 23,#437474,02/11/2024 14:12,HDH,0 : 1,MNZ
Football League,Germany,Week 23,#437475,02/11/2024 14:12,RBL,1 : 0,WLF
Football League,Germany,Week 23,#437476,02/11/2024 14:12,BMU,1 : 1,AUG
Football League,Germany,Week 23,#437477,02/11/2024 14:12,LEV,1 : 1,BRE
Football League,Germany,Week 23,#437478,02/11/2024 14:12,STU,2 : 0,UBE
Football League,Germany,Week 23,#437479,02/11/2024 14:12,FRA,0 : 0,BVB
Football League,Germany,Week 23,#437480,02/11/2024 14:12,BOC,2 : 1,STP
Football League,Germany,Week 23,#437481,02/11/2024 14:12,MGB,2 : 0,KIE
Football League,Germany,Week 22,#437464,02/11/2024 14:09,MNZ,1 : 3,WLF
Football League,Germany,Week 22,#437465,02/11/2024 14:09,BRE,2 : 2,BMU
Football League,Germany,Week 22,#437466,02/11/2024 14:09,STP,0 : 0,HDH
Football League,Germany,Week 22,#437467,02/11/2024 14:09,UBE,0 : 1,BOC
Football League,Germany,Week 22,#437468,02/11/2024 14:09,BVB,2 : 2,RBL
Football League,Germany,Week 22,#437469,02/11/2024 14:09,KIE,2 : 1,HOF
Football League,Germany,Week 22,#437470,02/11/2024 14:09,FRE,0 : 0,STU
Football League,Germany,Week 22,#437471,02/11/2024 14:09,MGB,1 : 3,LEV
Football League,Germany,Week 22,#437472,02/11/2024 14:09,AUG,1 : 1,FRA
Football League,Germany,Week 21,#437455,02/11/2024 14:06,WLF,1 : 1,BVB
Football League,Germany,Week 21,#437456,02/11/2024 14:06,HOF,0 : 0,LEV
Football League,Germany,Week 21,#437457,02/11/2024 14:06,BOC,0 : 5,FRE
Football League,Germany,Week 21,#437458,02/11/2024 14:06,STP,0 : 5,MNZ
Football League,Germany,Week 21,#437459,02/11/2024 14:06,HDH,0 : 0,UBE
Football League,Germany,Week 21,#437460,02/11/2024 14:06,FRA,1 : 0,BRE
Football League,Germany,Week 21,#437461,02/11/2024 14:06,STU,3 : 1,KIE
Football League,Germany,Week 21,#437462,02/11/2024 14:06,RBL,1 : 0,AUG
Football League,Germany,Week 21,#437463,02/11/2024 14:06,BMU,2 : 1,MGB
Football League,Germany,Week 20,#437446,02/11/2024 14:03,MNZ,1 : 0,BVB
Football League,Germany,Week 20,#437447,02/11/2024 14:03,KIE,3 : 3,BOC
Football League,Germany,Week 20,#437448,02/11/2024 14:03,FRE,3 : 0,HDH
Football League,Germany,Week 20,#437449,02/11/2024 14:03,LEV,2 : 1,STU
Football League,Germany,Week 20,#437450,02/11/2024 14:03,BRE,2 : 4,RBL
Football League,Germany,Week 20,#437451,02/11/2024 14:03,AUG,2 : 3,WLF
Football League,Germany,Week 20,#437452,02/11/2024 14:03,UBE,1 : 0,STP
Football League,Germany,Week 20,#437453,02/11/2024 14:03,HOF,0 : 4,BMU
Football League,Germany,Week 20,#437454,02/11/2024 14:03,MGB,1 : 2,FRA
Football League,Germany,Week 19,#437437,02/11/2024 14:00,STU,0 : 2,BMU
Football League,Germany,Week 19,#437438,02/11/2024 14:00,RBL,2 : 2,MGB
Football League,Germany,Week 19,#437439,02/11/2024 14:00,HDH,3 : 1,KIE
Football League,Germany,Week 19,#437440,02/11/2024 14:00,BOC,2 : 1,LEV
Football League,Germany,Week 19,#437441,02/11/2024 14:00,FRA,1 : 1,HOF
Football League,Germany,Week 19,#437442,02/11/2024 14:00,WLF,3 : 1,BRE
Football League,Germany,Week 19,#437443,02/11/2024 14:00,BVB,1 : 0,AUG
Football League,Germany,Week 19,#437444,02/11/2024 14:00,UBE,0 : 1,MNZ
Football League,Germany,Week 19,#437445,02/11/2024 14:00,STP,1 : 0,FRE
Football League,Germany,Week 18,#437428,02/11/2024 13:57,KIE,0 : 1,STP
Football League,Germany,Week 18,#437429,02/11/2024 13:57,BMU,2 : 0,BOC
Football League,Germany,Week 18,#437430,02/11/2024 13:57,MGB,0 : 2,WLF
Football League,Germany,Week 18,#437431,02/11/2024 13:57,HOF,0 : 3,RBL
Football League,Germany,Week 18,#437432,02/11/2024 13:57,BRE,1 : 2,BVB
Football League,Germany,Week 18,#437433,02/11/2024 13:57,MNZ,2 : 0,AUG
Football League,Germany,Week 18,#437434,02/11/2024 13:57,LEV,1 : 1,HDH
Football League,Germany,Week 18,#437435,02/11/2024 13:57,FRE,4 : 1,UBE
Football League,Germany,Week 18,#437436,02/11/2024 13:57,STU,0 : 1,FRA
Football League,Germany,Week 17,#437419,02/11/2024 13:54,UBE,1 : 2,KIE
Football League,Germany,Week 17,#437420,02/11/2024 13:54,RBL,2 : 2,STU
Football League,Germany,Week 17,#437421,02/11/2024 13:54,WLF,0 : 0,HOF
Football League,Germany,Week 17,#437422,02/11/2024 13:54,AUG,2 : 1,BRE
Football League,Germany,Week 17,#437423,02/11/2024 13:54,HDH,2 : 1,BMU
Football League,Germany,Week 17,#437424,02/11/2024 13:54,FRE,2 : 0,MNZ
Football League,Germany,Week 17,#437425,02/11/2024 13:54,BOC,1 : 3,FRA
Football League,Germany,Week 17,#437426,02/11/2024 13:54,STP,1 : 1,LEV
Football League,Germany,Week 17,#437427,02/11/2024 13:54,BVB,0 : 0,MGB
Football League,Germany,Week 16,#437410,02/11/2024 13:51,BMU,2 : 1,STP
Football League,Germany,Week 16,#437411,02/11/2024 13:51,MGB,3 : 1,AUG
Football League,Germany,Week 16,#437412,02/11/2024 13:51,STU,3 : 2,WLF
Football League,Germany,Week 16,#437413,02/11/2024 13:51,KIE,1 : 0,FRE
Football League,Germany,Week 16,#437414,02/11/2024 13:51,MNZ,0 : 0,BRE
Football League,Germany,Week 16,#437415,02/11/2024 13:51,BOC,1 : 1,RBL
Football League,Germany,Week 16,#437416,02/11/2024 13:51,HOF,1 : 3,BVB
Football League,Germany,Week 16,#437417,02/11/2024 13:51,LEV,2 : 2,UBE
Football League,Germany,Week 16,#437418,02/11/2024 13:51,FRA,1 : 0,HDH
Football League,Germany,Week 15,#437401,02/11/2024 13:48,STP,1 : 4,FRA
Football League,Germany,Week 15,#437402,02/11/2024 13:48,FRE,2 : 4,LEV
Football League,Germany,Week 15,#437403,02/11/2024 13:48,WLF,2 : 1,BOC
Football League,Germany,Week 15,#437404,02/11/2024 13:48,KIE,0 : 5,MNZ
Football League,Germany,Week 15,#437405,02/11/2024 13:48,UBE,0 : 1,BMU
Football League,Germany,Week 15,#437406,02/11/2024 13:48,AUG,0 : 1,HOF
Football League,Germany,Week 15,#437407,02/11/2024 13:48,BVB,2 : 1,STU
Football League,Germany,Week 15,#437408,02/11/2024 13:48,BRE,0 : 4,MGB
Football League,Germany,Week 15,#437409,02/11/2024 13:48,HDH,0 : 0,RBL
Football League,Germany,Week 14,#437392,02/11/2024 13:45,MNZ,3 : 1,MGB
Football League,Germany,Week 14,#437393,02/11/2024 13:45,BOC,2 : 0,BVB
Football League,Germany,Week 14,#437394,02/11/2024 13:45,STU,0 : 0,AUG
Football League,Germany,Week 14,#437395,02/11/2024 13:45,LEV,3 : 2,KIE
Football League,Germany,Week 14,#437396,02/11/2024 13:45,BMU,3 : 1,FRE
Football League,Germany,Week 14,#437397,02/11/2024 13:45,HDH,0 : 2,WLF
Football League,Germany,Week 14,#437398,02/11/2024 13:45,RBL,4 : 0,STP
Football League,Germany,Week 14,#437399,02/11/2024 13:45,HOF,2 : 0,BRE
Football League,Germany,Week 14,#437400,02/11/2024 13:45,FRA,2 : 0,UBE
Football League,Germany,Week 13,#437383,02/11/2024 13:42,STP,4 : 1,WLF
Football League,Germany,Week 13,#437384,02/11/2024 13:42,KIE,4 : 0,BMU
Football League,Germany,Week 13,#437385,02/11/2024 13:42,UBE,2 : 4,RBL
Football League,Germany,Week 13,#437386,02/11/2024 13:42,MGB,2 : 0,HOF
Football League,Germany,Week 13,#437387,02/11/2024 13:42,BRE,0 : 1,STU
Football League,Germany,Week 13,#437388,02/11/2024 13:42,BVB,3 : 0,HDH
Football League,Germany,Week 13,#437389,02/11/2024 13:42,AUG,1 : 2,BOC
Football League,Germany,Week 13,#437390,02/11/2024 13:42,FRE,2 : 0,FRA
Football League,Germany,Week 13,#437391,02/11/2024 13:42,LEV,3 : 2,MNZ
Football League,Germany,Week 12,#437374,02/11/2024 13:39,HDH,1 : 0,AUG
Football League,Germany,Week 12,#437375,02/11/2024 13:39,WLF,1 : 0,UBE
Football League,Germany,Week 12,#437376,02/11/2024 13:39,STP,0 : 2,BVB
Football League,Germany,Week 12,#437377,02/11/2024 13:39,MNZ,2 : 1,HOF
Football League,Germany,Week 12,#437378,02/11/2024 13:39,BOC,3 : 0,BRE
Football League,Germany,Week 12,#437379,02/11/2024 13:39,BMU,0 : 1,LEV
Football League,Germany,Week 12,#437380,02/11/2024 13:39,RBL,2 : 1,FRE
Football League,Germany,Week 12,#437381,02/11/2024 13:39,FRA,1 : 0,KIE
Football League,Germany,Week 12,#437382,02/11/2024 13:39,STU,1 : 1,MGB
Football League,Germany,Week 11,#437365,02/11/2024 13:36,LEV,2 : 0,FRA
Football League,Germany,Week 11,#437366,02/11/2024 13:36,UBE,2 : 2,BVB
Football League,Germany,Week 11,#437367,02/11/2024 13:36,BMU,4 : 0,MNZ
Football League,Germany,Week 11,#437368,02/11/2024 13:36,FRE,0 : 4,WLF
Football League,Germany,Week 11,#437369,02/11/2024 13:36,MGB,2 : 1,BOC
Football League,Germany,Week 11,#437370,02/11/2024 13:36,BRE,1 : 0,HDH
Football League,Germany,Week 11,#437371,02/11/2024 13:36,AUG,0 : 2,STP
Football League,Germany,Week 11,#437372,02/11/2024 13:36,HOF,1 : 1,STU
