Game,League,League_Week,Event ID,Date,Team A,Score,Team B
Football League,Spain,Week 10,#484975,02/11/2024 08:02,MLL,2 : 1,VAL
Football League,Spain,Week 10,#484976,02/11/2024 08:02,LPA,1 : 1,SEV
Football League,Spain,Week 10,#484977,02/11/2024 08:02,ATH,1 : 0,RAY
Football League,Spain,Week 10,#484978,02/11/2024 08:02,ATM,3 : 1,GET
Football League,Spain,Week 10,#484979,02/11/2024 08:02,LEG,1 : 1,ESP
Football League,Spain,Week 10,#484980,02/11/2024 08:02,BAR,0 : 1,GIR
Football League,Spain,Week 9,#484961,02/11/2024 07:59,RAY,3 : 0,OSA
Football League,Spain,Week 9,#484962,02/11/2024 07:59,SEV,0 : 3,BAR
Football League,Spain,Week 9,#484963,02/11/2024 07:59,VIL,3 : 0,MLL
Football League,Spain,Week 9,#484964,02/11/2024 07:59,GET,4 : 0,VLL
Football League,Spain,Week 9,#484965,02/11/2024 07:59,GIR,1 : 3,RSO
Football League,Spain,Week 9,#484966,02/11/2024 07:59,CEL,1 : 0,LEG
Football League,Spain,Week 9,#484967,02/11/2024 07:59,ATH,0 : 1,RMA
Football League,Spain,Week 9,#484968,02/11/2024 07:59,ESP,0 : 3,VAL
Football League,Spain,Week 9,#484969,02/11/2024 07:59,BET,4 : 1,LPA
Football League,Spain,Week 9,#484970,02/11/2024 07:59,ALA,0 : 2,ATM
Football League,Spain,Week 8,#484951,02/11/2024 07:56,OSA,2 : 1,ATH
Football League,Spain,Week 8,#484952,02/11/2024 07:56,LEG,2 : 0,GIR
Football League,Spain,Week 8,#484953,02/11/2024 07:56,RSO,1 : 0,SEV
Football League,Spain,Week 8,#484954,02/11/2024 07:56,RMA,3 : 1,LPA
Football League,Spain,Week 8,#484955,02/11/2024 07:56,ESP,3 : 2,VIL
Football League,Spain,Week 8,#484956,02/11/2024 07:56,VAL,0 : 1,CEL
Football League,Spain,Week 8,#484957,02/11/2024 07:56,MLL,2 : 2,GET
Football League,Spain,Week 8,#484958,02/11/2024 07:56,BAR,1 : 0,BET
Football League,Spain,Week 8,#484959,02/11/2024 07:56,VLL,0 : 1,ALA
Football League,Spain,Week 8,#484960,02/11/2024 07:56,ATM,0 : 4,RAY
Football League,Spain,Week 7,#484941,02/11/2024 07:53,GIR,1 : 0,VAL
Football League,Spain,Week 7,#484942,02/11/2024 07:53,BET,1 : 0,RSO
Football League,Spain,Week 7,#484943,02/11/2024 07:53,RAY,1 : 4,VLL
Football League,Spain,Week 7,#484944,02/11/2024 07:53,GET,2 : 0,ESP
Football League,Spain,Week 7,#484945,02/11/2024 07:53,CEL,1 : 1,VIL
Football League,Spain,Week 7,#484946,02/11/2024 07:53,ATH,2 : 1,ATM
Football League,Spain,Week 7,#484947,02/11/2024 07:53,OSA,0 : 4,RMA
Football League,Spain,Week 7,#484948,02/11/2024 07:53,SEV,0 : 1,LEG
Football League,Spain,Week 7,#484949,02/11/2024 07:53,ALA,0 : 2,MLL
Football League,Spain,Week 7,#484950,02/11/2024 07:53,LPA,1 : 0,BAR
Football League,Spain,Week 6,#484931,02/11/2024 07:50,LEG,0 : 2,BET
Football League,Spain,Week 6,#484932,02/11/2024 07:50,CEL,2 : 3,GET
Football League,Spain,Week 6,#484933,02/11/2024 07:50,RMA,4 : 2,BAR
Football League,Spain,Week 6,#484934,02/11/2024 07:50,ESP,2 : 2,ALA
Football League,Spain,Week 6,#484935,02/11/2024 07:50,VAL,1 : 1,SEV
Football League,Spain,Week 6,#484936,02/11/2024 07:50,RSO,0 : 0,LPA
Football League,Spain,Week 6,#484937,02/11/2024 07:50,ATM,0 : 0,OSA
Football League,Spain,Week 6,#484938,02/11/2024 07:50,VIL,3 : 0,GIR
Football League,Spain,Week 6,#484939,02/11/2024 07:50,MLL,1 : 2,RAY
Football League,Spain,Week 6,#484940,02/11/2024 07:50,VLL,2 : 0,ATH
Football League,Spain,Week 5,#484921,02/11/2024 07:47,SEV,1 : 1,VIL
Football League,Spain,Week 5,#484922,02/11/2024 07:47,RAY,3 : 2,ESP
Football League,Spain,Week 5,#484923,02/11/2024 07:47,ATH,1 : 0,MLL
Football League,Spain,Week 5,#484924,02/11/2024 07:47,BET,1 : 2,VAL
Football League,Spain,Week 5,#484925,02/11/2024 07:47,BAR,1 : 0,RSO
Football League,Spain,Week 5,#484926,02/11/2024 07:47,ATM,2 : 4,RMA
Football League,Spain,Week 5,#484927,02/11/2024 07:47,OSA,3 : 0,VLL
Football League,Spain,Week 5,#484928,02/11/2024 07:47,ALA,2 : 0,CEL
Football League,Spain,Week 5,#484929,02/11/2024 07:47,LPA,2 : 0,LEG
Football League,Spain,Week 5,#484930,02/11/2024 07:47,GIR,3 : 0,GET
Football League,Spain,Week 4,#484911,02/11/2024 07:44,LEG,1 : 3,BAR
Football League,Spain,Week 4,#484912,02/11/2024 07:44,GET,2 : 0,SEV
Football League,Spain,Week 4,#484913,02/11/2024 07:44,VAL,2 : 0,LPA
Football League,Spain,Week 4,#484914,02/11/2024 07:44,CEL,2 : 1,RAY
Football League,Spain,Week 4,#484915,02/11/2024 07:44,GIR,3 : 0,ALA
Football League,Spain,Week 4,#484916,02/11/2024 07:44,MLL,0 : 2,OSA
Football League,Spain,Week 4,#484917,02/11/2024 07:44,RMA,0 : 2,RSO
Football League,Spain,Week 4,#484918,02/11/2024 07:44,VIL,2 : 0,BET
Football League,Spain,Week 4,#484919,02/11/2024 07:44,ESP,0 : 0,ATH
Football League,Spain,Week 4,#484920,02/11/2024 07:44,VLL,0 : 2,ATM
Football League,Spain,Week 3,#484901,02/11/2024 07:41,VLL,1 : 3,RMA
Football League,Spain,Week 3,#484902,02/11/2024 07:41,LPA,3 : 1,VIL
Football League,Spain,Week 3,#484903,02/11/2024 07:41,SEV,2 : 0,ALA
Football League,Spain,Week 3,#484904,02/11/2024 07:41,BAR,3 : 2,VAL
Football League,Spain,Week 3,#484905,02/11/2024 07:41,BET,5 : 1,GET
Football League,Spain,Week 3,#484906,02/11/2024 07:41,OSA,2 : 0,ESP
Football League,Spain,Week 3,#484907,02/11/2024 07:41,ATH,1 : 0,CEL
Football League,Spain,Week 3,#484908,02/11/2024 07:41,ATM,3 : 1,MLL
Football League,Spain,Week 3,#484909,02/11/2024 07:41,RAY,0 : 1,GIR
Football League,Spain,Week 3,#484910,02/11/2024 07:41,RSO,2 : 2,LEG
Football League,Spain,Week 2,#484891,02/11/2024 07:38,CEL,4 : 2,OSA
Football League,Spain,Week 2,#484892,02/11/2024 07:38,RMA,3 : 1,LEG
Football League,Spain,Week 2,#484893,02/11/2024 07:38,MLL,4 : 0,VLL
Football League,Spain,Week 2,#484894,02/11/2024 07:38,ALA,1 : 0,BET
Football League,Spain,Week 2,#484895,02/11/2024 07:38,GIR,1 : 1,ATH
Football League,Spain,Week 2,#484896,02/11/2024 07:38,VIL,1 : 2,BAR
Football League,Spain,Week 2,#484897,02/11/2024 07:38,SEV,0 : 1,RAY
Football League,Spain,Week 2,#484898,02/11/2024 07:38,ESP,2 : 1,ATM
Football League,Spain,Week 2,#484899,02/11/2024 07:38,GET,1 : 0,LPA
Football League,Spain,Week 2,#484900,02/11/2024 07:38,VAL,2 : 3,RSO
Football League,Spain,Week 1,#484881,02/11/2024 07:35,VLL,2 : 0,ESP
Football League,Spain,Week 1,#484882,02/11/2024 07:35,RSO,0 : 2,VIL
Football League,Spain,Week 1,#484883,02/11/2024 07:35,BET,1 : 1,RAY
Football League,Spain,Week 1,#484884,02/11/2024 07:35,LPA,0 : 1,ALA
Football League,Spain,Week 1,#484885,02/11/2024 07:35,MLL,0 : 1,RMA
Football League,Spain,Week 1,#484886,02/11/2024 07:35,OSA,1 : 0,GIR
Football League,Spain,Week 1,#484887,02/11/2024 07:35,ATM,1 : 1,CEL
Football League,Spain,Week 1,#484888,02/11/2024 07:35,LEG,1 : 1,VAL
Football League,Spain,Week 1,#484889,02/11/2024 07:35,BAR,0 : 0,GET
Football League,Spain,Week 1,#484890,02/11/2024 07:35,ATH,1 : 1,SEV
Football League,Spain,Week 38,#484871,02/11/2024 07:32,BET,3 : 1,CEL
Football League,Spain,Week 38,#484872,02/11/2024 07:32,SEV,1 : 1,GIR
Football League,Spain,Week 38,#484873,02/11/2024 07:32,LEG,1 : 3,ATM
Football League,Spain,Week 38,#484874,02/11/2024 07:32,RMA,4 : 1,GET
Football League,Spain,Week 38,#484875,02/11/2024 07:32,VIL,2 : 0,ALA
Football League,Spain,Week 38,#484876,02/11/2024 07:32,RSO,5 : 0,VLL
Football League,Spain,Week 38,#484877,02/11/2024 07:32,BAR,4 : 1,RAY
Football League,Spain,Week 38,#484878,02/11/2024 07:32,VAL,3 : 1,MLL
Football League,Spain,Week 38,#484879,02/11/2024 07:32,OSA,1 : 1,ESP
Football League,Spain,Week 38,#484880,02/11/2024 07:32,LPA,0 : 0,ATH
Football League,Spain,Week 37,#484861,02/11/2024 07:29,ESP,2 : 1,LPA
Football League,Spain,Week 37,#484862,02/11/2024 07:29,GET,0 : 2,VIL
Football League,Spain,Week 37,#484863,02/11/2024 07:29,CEL,2 : 1,GIR
Football League,Spain,Week 37,#484864,02/11/2024 07:29,MLL,1 : 0,SEV
Football League,Spain,Week 37,#484865,02/11/2024 07:29,ATH,0 : 0,RMA
Football League,Spain,Week 37,#484866,02/11/2024 07:29,ALA,0 : 0,BET
Football League,Spain,Week 37,#484867,02/11/2024 07:29,ATM,0 : 0,VAL
Football League,Spain,Week 37,#484868,02/11/2024 07:29,RSO,4 : 0,OSA
Football League,Spain,Week 37,#484869,02/11/2024 07:29,VLL,1 : 1,BAR
Football League,Spain,Week 37,#484870,02/11/2024 07:29,RAY,1 : 1,LEG
Football League,Spain,Week 36,#484851,02/11/2024 07:26,VAL,1 : 0,RAY
Football League,Spain,Week 36,#484852,02/11/2024 07:26,VIL,1 : 1,ATH
Football League,Spain,Week 36,#484853,02/11/2024 07:26,RMA,4 : 1,ESP
Football League,Spain,Week 36,#484854,02/11/2024 07:26,SEV,3 : 1,ATM
Football League,Spain,Week 36,#484855,02/11/2024 07:26,LEG,2 : 1,VLL
Football League,Spain,Week 36,#484856,02/11/2024 07:26,OSA,2 : 2,LPA
Football League,Spain,Week 36,#484857,02/11/2024 07:26,BET,3 : 2,GET
Football League,Spain,Week 36,#484858,02/11/2024 07:26,CEL,0 : 3,MLL
Football League,Spain,Week 36,#484859,02/11/2024 07:26,BAR,3 : 0,RSO
Football League,Spain,Week 36,#484860,02/11/2024 07:26,GIR,5 : 1,ALA
Football League,Spain,Week 35,#484841,02/11/2024 07:23,LPA,0 : 4,RMA
Football League,Spain,Week 35,#484842,02/11/2024 07:23,ALA,0 : 1,MLL
Football League,Spain,Week 35,#484843,02/11/2024 07:23,ESP,0 : 1,VIL
Football League,Spain,Week 35,#484844,02/11/2024 07:23,VLL,0 : 1,VAL
Football League,Spain,Week 35,#484845,02/11/2024 07:23,GET,1 : 0,GIR
Football League,Spain,Week 35,#484846,02/11/2024 07:23,ATH,1 : 0,BET
Football League,Spain,Week 35,#484847,02/11/2024 07:23,RSO,3 : 0,LEG
Football League,Spain,Week 35,#484848,02/11/2024 07:23,RAY,1 : 1,SEV
Football League,Spain,Week 35,#484849,02/11/2024 07:23,BAR,4 : 1,OSA
Football League,Spain,Week 35,#484850,02/11/2024 07:23,ATM,0 : 0,CEL
Football League,Spain,Week 34,#484831,02/11/2024 07:20,GIR,2 : 1,ATH
Football League,Spain,Week 34,#484832,02/11/2024 07:20,SEV,3 : 0,VLL
Football League,Spain,Week 34,#484833,02/11/2024 07:20,LEG,2 : 1,BAR
Football League,Spain,Week 34,#484834,02/11/2024 07:20,VAL,3 : 0,RSO
Football League,Spain,Week 34,#484835,02/11/2024 07:20,OSA,0 : 1,RMA
Football League,Spain,Week 34,#484836,02/11/2024 07:20,MLL,2 : 2,GET
Football League,Spain,Week 34,#484837,02/11/2024 07:20,CEL,1 : 0,RAY
Football League,Spain,Week 34,#484838,02/11/2024 07:20,VIL,2 : 2,LPA
Football League,Spain,Week 34,#484839,02/11/2024 07:20,ALA,1 : 1,ATM
Football League,Spain,Week 34,#484840,02/11/2024 07:20,BET,2 : 1,ESP
Football League,Spain,Week 33,#484821,02/11/2024 07:17,LEG,0 : 1,OSA
Football League,Spain,Week 33,#484822,02/11/2024 07:17,RAY,0 : 0,ALA
Football League,Spain,Week 33,#484823,02/11/2024 07:17,GET,1 : 1,ATM
Football League,Spain,Week 33,#484824,02/11/2024 07:17,VLL,1 : 0,CEL
Football League,Spain,Week 33,#484825,02/11/2024 07:17,LPA,0 : 0,BET
Football League,Spain,Week 33,#484826,02/11/2024 07:17,ESP,1 : 0,GIR
Football League,Spain,Week 33,#484827,02/11/2024 07:17,ATH,1 : 4,MLL
Football League,Spain,Week 33,#484828,02/11/2024 07:17,BAR,2 : 0,VAL
Football League,Spain,Week 33,#484829,02/11/2024 07:17,RSO,0 : 3,SEV
Football League,Spain,Week 33,#484830,02/11/2024 07:17,RMA,3 : 1,VIL
Football League,Spain,Week 32,#484811,02/11/2024 07:14,GET,2 : 3,RAY
Football League,Spain,Week 32,#484812,02/11/2024 07:14,GIR,1 : 1,LPA
Football League,Spain,Week 32,#484813,02/11/2024 07:14,VAL,2 : 0,LEG
Football League,Spain,Week 32,#484814,02/11/2024 07:14,ATM,0 : 2,ATH
Football League,Spain,Week 32,#484815,02/11/2024 07:14,SEV,0 : 2,BAR
Football League,Spain,Week 32,#484816,02/11/2024 07:14,BET,3 : 2,RMA
Football League,Spain,Week 32,#484817,02/11/2024 07:14,OSA,3 : 1,VIL
Football League,Spain,Week 32,#484818,02/11/2024 07:14,MLL,0 : 2,ESP
Football League,Spain,Week 32,#484819,02/11/2024 07:14,ALA,1 : 0,VLL
Football League,Spain,Week 32,#484820,02/11/2024 07:14,CEL,1 : 1,RSO
Football League,Spain,Week 31,#484801,02/11/2024 07:11,VLL,3 : 0,GET
Football League,Spain,Week 31,#484802,02/11/2024 07:11,ATH,3 : 0,RAY
Football League,Spain,Week 31,#484803,02/11/2024 07:11,VIL,0 : 2,BET
Football League,Spain,Week 31,#484804,02/11/2024 07:11,LPA,2 : 2,MLL
Football League,Spain,Week 31,#484805,02/11/2024 07:11,LEG,0 : 1,SEV
Football League,Spain,Week 31,#484806,02/11/2024 07:11,RMA,2 : 0,GIR
Football League,Spain,Week 31,#484807,02/11/2024 07:11,VAL,2 : 0,OSA
Football League,Spain,Week 31,#484808,02/11/2024 07:11,BAR,3 : 0,CEL
Football League,Spain,Week 31,#484809,02/11/2024 07:11,RSO,1 : 3,ALA
Football League,Spain,Week 31,#484810,02/11/2024 07:11,ESP,0 : 2,ATM
Football League,Spain,Week 30,#484791,02/11/2024 07:08,OSA,1 : 1,BET
Football League,Spain,Week 30,#484792,02/11/2024 07:08,MLL,2 : 1,RMA
Football League,Spain,Week 30,#484793,02/11/2024 07:08,CEL,2 : 0,LEG
Football League,Spain,Week 30,#484794,02/11/2024 07:08,ATM,1 : 3,LPA
Football League,Spain,Week 30,#484795,02/11/2024 07:08,GIR,3 : 1,VIL
Football League,Spain,Week 30,#484796,02/11/2024 07:08,SEV,0 : 2,VAL
Football League,Spain,Week 30,#484797,02/11/2024 07:08,GET,1 : 0,RSO
Football League,Spain,Week 30,#484798,02/11/2024 07:08,ALA,0 : 2,BAR
Football League,Spain,Week 30,#484799,02/11/2024 07:08,ATH,2 : 2,VLL
Football League,Spain,Week 30,#484800,02/11/2024 07:08,RAY,3 : 1,ESP
Football League,Spain,Week 29,#484781,02/11/2024 07:05,VAL,0 : 1,CEL
Football League,Spain,Week 29,#484782,02/11/2024 07:05,VIL,2 : 1,MLL
Football League,Spain,Week 29,#484783,02/11/2024 07:05,SEV,3 : 2,OSA
Football League,Spain,Week 29,#484784,02/11/2024 07:05,LEG,1 : 3,ALA
Football League,Spain,Week 29,#484785,02/11/2024 07:05,ESP,4 : 1,VLL
Football League,Spain,Week 29,#484786,02/11/2024 07:05,RMA,5 : 0,ATM
Football League,Spain,Week 29,#484787,02/11/2024 07:05,BET,0 : 0,GIR
Football League,Spain,Week 29,#484788,02/11/2024 07:05,RSO,2 : 2,ATH
Football League,Spain,Week 29,#484789,02/11/2024 07:05,LPA,1 : 2,RAY
Football League,Spain,Week 29,#484790,02/11/2024 07:05,BAR,0 : 0,GET
Football League,Spain,Week 28,#484771,02/11/2024 07:02,GET,0 : 1,LEG
Football League,Spain,Week 28,#484772,02/11/2024 07:02,ATH,0 : 1,BAR
Football League,Spain,Week 28,#484773,02/11/2024 07:02,CEL,0 : 2,SEV
Football League,Spain,Week 28,#484774,02/11/2024 07:02,ALA,3 : 2,VAL
Football League,Spain,Week 28,#484775,02/11/2024 07:02,MLL,0 : 3,BET
Football League,Spain,Week 28,#484776,02/11/2024 07:02,RAY,0 : 2,RMA
Football League,Spain,Week 28,#484777,02/11/2024 07:02,ATM,3 : 1,VIL
Football League,Spain,Week 28,#484778,02/11/2024 07:02,OSA,0 : 3,GIR
Football League,Spain,Week 28,#484779,02/11/2024 07:02,ESP,1 : 4,RSO
Football League,Spain,Week 28,#484780,02/11/2024 07:02,VLL,2 : 0,LPA
Football League,Spain,Week 27,#484761,02/11/2024 06:59,VAL,3 : 2,GET
Football League,Spain,Week 27,#484762,02/11/2024 06:59,CEL,1 : 1,OSA
Football League,Spain,Week 27,#484763,02/11/2024 06:59,BAR,5 : 0,ESP
