Game,League,League_Week,Event ID,Date,Team A,Score,Team B
Football League,England,Week 12,#485380,02/11/2024 10:04,BHA,2 : 1,LIV
Football League,England,Week 11,#485361,02/11/2024 10:01,TOT,1 : 0,NEW
Football League,England,Week 11,#485362,02/11/2024 10:01,LIV,1 : 0,WOL
Football League,England,Week 11,#485363,02/11/2024 10:01,ARS,3 : 1,EVE
Football League,England,Week 11,#485364,02/11/2024 10:01,FUL,1 : 0,CRY
Football League,England,Week 11,#485365,02/11/2024 10:01,LEI,1 : 2,BHA
Football League,England,Week 11,#485366,02/11/2024 10:01,BRN,0 : 3,MCI
Football League,England,Week 11,#485367,02/11/2024 10:01,WHU,3 : 1,BOU
Football League,England,Week 11,#485368,02/11/2024 10:01,MUN,1 : 2,IPS
Football League,England,Week 11,#485369,02/11/2024 10:01,FOR,0 : 2,SOU
Football League,England,Week 11,#485370,02/11/2024 10:01,CHE,1 : 1,AST
Football League,England,Week 10,#485351,02/11/2024 09:58,MCI,3 : 0,TOT
Football League,England,Week 10,#485352,02/11/2024 09:58,NEW,1 : 0,WHU
Football League,England,Week 10,#485353,02/11/2024 09:58,CRY,1 : 1,LIV
Football League,England,Week 10,#485354,02/11/2024 09:58,WOL,1 : 0,LEI
Football League,England,Week 10,#485355,02/11/2024 09:58,SOU,2 : 2,BOU
Football League,England,Week 10,#485356,02/11/2024 09:58,IPS,1 : 0,BRN
Football League,England,Week 10,#485357,02/11/2024 09:58,AST,0 : 4,MUN
Football League,England,Week 10,#485358,02/11/2024 09:58,EVE,4 : 2,FOR
Football League,England,Week 10,#485359,02/11/2024 09:58,CHE,1 : 0,FUL
Football League,England,Week 10,#485360,02/11/2024 09:58,BHA,2 : 2,ARS
Football League,England,Week 9,#485341,02/11/2024 09:55,MUN,1 : 1,FUL
Football League,England,Week 9,#485342,02/11/2024 09:55,TOT,0 : 0,IPS
Football League,England,Week 9,#485343,02/11/2024 09:55,FOR,1 : 5,BHA
Football League,England,Week 9,#485344,02/11/2024 09:55,LEI,1 : 5,CRY
Football League,England,Week 9,#485345,02/11/2024 09:55,BRN,1 : 1,AST
Football League,England,Week 9,#485346,02/11/2024 09:55,EVE,2 : 1,SOU
Football League,England,Week 9,#485347,02/11/2024 09:55,ARS,2 : 1,WOL
Football League,England,Week 9,#485348,02/11/2024 09:55,BOU,1 : 1,NEW
Football League,England,Week 9,#485349,02/11/2024 09:55,WHU,1 : 0,MCI
Football League,England,Week 9,#485350,02/11/2024 09:55,LIV,1 : 3,CHE
Football League,England,Week 8,#485331,02/11/2024 09:52,WOL,0 : 0,FOR
Football League,England,Week 8,#485332,02/11/2024 09:52,CHE,3 : 2,LEI
Football League,England,Week 8,#485333,02/11/2024 09:52,MCI,2 : 0,BOU
Football League,England,Week 8,#485334,02/11/2024 09:52,CRY,4 : 1,ARS
Football League,England,Week 8,#485335,02/11/2024 09:52,AST,1 : 0,TOT
Football League,England,Week 8,#485336,02/11/2024 09:52,FUL,4 : 0,BRN
Football League,England,Week 8,#485337,02/11/2024 09:52,MUN,2 : 3,LIV
Football League,England,Week 8,#485338,02/11/2024 09:52,BHA,2 : 3,EVE
Football League,England,Week 8,#485339,02/11/2024 09:52,SOU,0 : 1,NEW
Football League,England,Week 8,#485340,02/11/2024 09:52,IPS,1 : 2,WHU
Football League,England,Week 7,#485321,02/11/2024 09:49,ARS,2 : 0,CHE
Football League,England,Week 7,#485322,02/11/2024 09:49,BRN,0 : 1,LIV
Football League,England,Week 7,#485323,02/11/2024 09:49,BHA,3 : 0,SOU
Football League,England,Week 7,#485324,02/11/2024 09:49,FOR,3 : 2,CRY
Football League,England,Week 7,#485325,02/11/2024 09:49,NEW,4 : 1,MCI
Football League,England,Week 7,#485326,02/11/2024 09:49,TOT,0 : 1,FUL
Football League,England,Week 7,#485327,02/11/2024 09:49,LEI,4 : 1,MUN
Football League,England,Week 7,#485328,02/11/2024 09:49,EVE,0 : 0,WOL
Football League,England,Week 7,#485329,02/11/2024 09:49,BOU,1 : 2,IPS
Football League,England,Week 7,#485330,02/11/2024 09:49,WHU,1 : 3,AST
Football League,England,Week 6,#485311,02/11/2024 09:46,IPS,1 : 1,NEW
Football League,England,Week 6,#485312,02/11/2024 09:46,CRY,0 : 0,EVE
Football League,England,Week 6,#485313,02/11/2024 09:46,SOU,1 : 2,MCI
Football League,England,Week 6,#485314,02/11/2024 09:46,MUN,3 : 0,ARS
Football League,England,Week 6,#485315,02/11/2024 09:46,CHE,2 : 2,FOR
Football League,England,Week 6,#485316,02/11/2024 09:46,LIV,1 : 1,TOT
Football League,England,Week 6,#485317,02/11/2024 09:46,AST,1 : 2,BOU
Football League,England,Week 6,#485318,02/11/2024 09:46,WOL,3 : 3,BHA
Football League,England,Week 6,#485319,02/11/2024 09:46,FUL,0 : 1,WHU
Football League,England,Week 6,#485320,02/11/2024 09:46,BRN,0 : 1,LEI
Football League,England,Week 5,#485301,02/11/2024 09:43,BOU,2 : 0,FUL
Football League,England,Week 5,#485302,02/11/2024 09:43,FOR,1 : 3,MUN
Football League,England,Week 5,#485303,02/11/2024 09:43,WHU,1 : 1,LIV
Football League,England,Week 5,#485304,02/11/2024 09:43,BHA,1 : 2,CRY
Football League,England,Week 5,#485305,02/11/2024 09:43,TOT,2 : 1,LEI
Football League,England,Week 5,#485306,02/11/2024 09:43,NEW,1 : 0,AST
Football League,England,Week 5,#485307,02/11/2024 09:43,WOL,2 : 1,SOU
Football League,England,Week 5,#485308,02/11/2024 09:43,ARS,2 : 0,BRN
Football League,England,Week 5,#485309,02/11/2024 09:43,EVE,0 : 2,CHE
Football League,England,Week 5,#485310,02/11/2024 09:43,MCI,4 : 1,IPS
Football League,England,Week 4,#485291,02/11/2024 09:40,BRN,1 : 0,FOR
Football League,England,Week 4,#485292,02/11/2024 09:40,CRY,0 : 1,WOL
Football League,England,Week 4,#485293,02/11/2024 09:40,CHE,2 : 3,BHA
Football League,England,Week 4,#485294,02/11/2024 09:40,AST,0 : 1,MCI
Football League,England,Week 4,#485295,02/11/2024 09:40,TOT,1 : 3,ARS
Football League,England,Week 4,#485296,02/11/2024 09:40,MUN,1 : 0,EVE
Football League,England,Week 4,#485297,02/11/2024 09:40,LEI,1 : 0,WHU
Football League,England,Week 4,#485298,02/11/2024 09:40,FUL,3 : 1,NEW
Football League,England,Week 4,#485299,02/11/2024 09:40,SOU,0 : 2,IPS
Football League,England,Week 4,#485300,02/11/2024 09:40,LIV,1 : 0,BOU
Football League,England,Week 3,#485281,02/11/2024 09:37,WHU,1 : 1,ARS
Football League,England,Week 3,#485282,02/11/2024 09:37,CRY,3 : 0,SOU
Football League,England,Week 3,#485283,02/11/2024 09:37,WOL,2 : 3,CHE
Football League,England,Week 3,#485284,02/11/2024 09:37,BHA,4 : 0,MUN
Football League,England,Week 3,#485285,02/11/2024 09:37,EVE,1 : 2,BRN
Football League,England,Week 3,#485286,02/11/2024 09:37,MCI,2 : 2,FUL
Football League,England,Week 3,#485287,02/11/2024 09:37,IPS,1 : 1,AST
Football League,England,Week 3,#485288,02/11/2024 09:37,BOU,2 : 0,LEI
Football League,England,Week 3,#485289,02/11/2024 09:37,FOR,1 : 0,TOT
Football League,England,Week 3,#485290,02/11/2024 09:37,NEW,3 : 0,LIV
Football League,England,Week 2,#485271,02/11/2024 09:34,SOU,1 : 2,AST
Football League,England,Week 2,#485272,02/11/2024 09:34,MUN,2 : 0,WOL
Football League,England,Week 2,#485273,02/11/2024 09:34,LIV,2 : 0,MCI
Football League,England,Week 2,#485274,02/11/2024 09:34,FUL,2 : 2,IPS
Football League,England,Week 2,#485275,02/11/2024 09:34,CHE,2 : 0,CRY
Football League,England,Week 2,#485276,02/11/2024 09:34,ARS,1 : 0,BOU
Football League,England,Week 2,#485277,02/11/2024 09:34,LEI,1 : 2,NEW
Football League,England,Week 2,#485278,02/11/2024 09:34,TOT,1 : 0,EVE
Football League,England,Week 2,#485279,02/11/2024 09:34,WHU,4 : 2,FOR
Football League,England,Week 2,#485280,02/11/2024 09:34,BRN,2 : 2,BHA
Football League,England,Week 1,#485261,02/11/2024 09:31,AST,1 : 0,FUL
Football League,England,Week 1,#485262,02/11/2024 09:31,BHA,3 : 2,TOT
Football League,England,Week 1,#485263,02/11/2024 09:31,NEW,1 : 3,ARS
Football League,England,Week 1,#485264,02/11/2024 09:31,CHE,2 : 0,SOU
Football League,England,Week 1,#485265,02/11/2024 09:31,WOL,0 : 0,BRN
Football League,England,Week 1,#485266,02/11/2024 09:31,BOU,0 : 1,FOR
Football League,England,Week 1,#485267,02/11/2024 09:31,CRY,2 : 2,MUN
Football League,England,Week 1,#485268,02/11/2024 09:31,IPS,0 : 1,LIV
Football League,England,Week 1,#485269,02/11/2024 09:31,MCI,3 : 2,LEI
Football League,England,Week 1,#485270,02/11/2024 09:31,EVE,1 : 2,WHU
Football League,England,Week 38,#485251,02/11/2024 09:28,WHU,1 : 3,CRY
Football League,England,Week 38,#485252,02/11/2024 09:28,FOR,0 : 2,ARS
Football League,England,Week 38,#485253,02/11/2024 09:28,TOT,2 : 1,SOU
Football League,England,Week 38,#485254,02/11/2024 09:28,LIV,3 : 0,BRN
Football League,England,Week 38,#485255,02/11/2024 09:28,NEW,5 : 0,IPS
Football League,England,Week 38,#485256,02/11/2024 09:28,CHE,0 : 1,MCI
Football League,England,Week 38,#485257,02/11/2024 09:28,BHA,5 : 1,MUN
Football League,England,Week 38,#485258,02/11/2024 09:28,AST,0 : 2,BOU
Football League,England,Week 38,#485259,02/11/2024 09:28,EVE,2 : 1,WOL
Football League,England,Week 38,#485260,02/11/2024 09:28,FUL,0 : 1,LEI
Football League,England,Week 37,#485241,02/11/2024 09:25,SOU,0 : 3,LIV
Football League,England,Week 37,#485242,02/11/2024 09:25,MCI,2 : 0,AST
Football League,England,Week 37,#485243,02/11/2024 09:25,TOT,1 : 3,WHU
Football League,England,Week 37,#485244,02/11/2024 09:25,BOU,0 : 3,EVE
Football League,England,Week 37,#485245,02/11/2024 09:25,CRY,1 : 1,CHE
Football League,England,Week 37,#485246,02/11/2024 09:25,BRN,1 : 0,FUL
Football League,England,Week 37,#485247,02/11/2024 09:25,IPS,2 : 0,FOR
Football League,England,Week 37,#485248,02/11/2024 09:25,LEI,2 : 0,NEW
Football League,England,Week 37,#485249,02/11/2024 09:25,MUN,0 : 0,ARS
Football League,England,Week 37,#485250,02/11/2024 09:25,WOL,0 : 2,BHA
Football League,England,Week 36,#485231,02/11/2024 09:22,FOR,2 : 2,LEI
Football League,England,Week 36,#485232,02/11/2024 09:22,BHA,4 : 0,BOU
Football League,England,Week 36,#485233,02/11/2024 09:22,EVE,2 : 3,MCI
Football League,England,Week 36,#485234,02/11/2024 09:22,AST,3 : 1,CRY
Football League,England,Week 36,#485235,02/11/2024 09:22,LIV,3 : 1,TOT
Football League,England,Week 36,#485236,02/11/2024 09:22,FUL,3 : 2,SOU
Football League,England,Week 36,#485237,02/11/2024 09:22,ARS,3 : 3,WOL
Football League,England,Week 36,#485238,02/11/2024 09:22,MUN,1 : 0,IPS
Football League,England,Week 36,#485239,02/11/2024 09:22,NEW,1 : 2,BRN
Football League,England,Week 36,#485240,02/11/2024 09:22,WHU,5 : 1,CHE
Football League,England,Week 35,#485221,02/11/2024 09:19,LIV,0 : 2,WHU
Football League,England,Week 35,#485222,02/11/2024 09:19,BRN,0 : 0,FOR
Football League,England,Week 35,#485223,02/11/2024 09:19,LEI,1 : 4,MUN
Football League,England,Week 35,#485224,02/11/2024 09:19,SOU,1 : 1,NEW
Football League,England,Week 35,#485225,02/11/2024 09:19,CRY,2 : 0,EVE
Football League,England,Week 35,#485226,02/11/2024 09:19,BOU,0 : 0,ARS
Football League,England,Week 35,#485227,02/11/2024 09:19,CHE,1 : 3,AST
Football League,England,Week 35,#485228,02/11/2024 09:19,MCI,3 : 0,BHA
Football League,England,Week 35,#485229,02/11/2024 09:19,TOT,1 : 2,FUL
Football League,England,Week 35,#485230,02/11/2024 09:19,WOL,2 : 1,IPS
Football League,England,Week 34,#485211,02/11/2024 09:16,FUL,2 : 3,LIV
Football League,England,Week 34,#485212,02/11/2024 09:16,WOL,2 : 3,LEI
Football League,England,Week 34,#485213,02/11/2024 09:16,EVE,3 : 1,CHE
Football League,England,Week 34,#485214,02/11/2024 09:16,WHU,2 : 0,AST
Football League,England,Week 34,#485215,02/11/2024 09:16,MUN,4 : 1,BRN
Football League,England,Week 34,#485216,02/11/2024 09:16,ARS,3 : 2,MCI
Football League,England,Week 34,#485217,02/11/2024 09:16,IPS,0 : 1,BOU
Football League,England,Week 34,#485218,02/11/2024 09:16,FOR,0 : 2,SOU
Football League,England,Week 34,#485219,02/11/2024 09:16,BHA,5 : 0,CRY
Football League,England,Week 34,#485220,02/11/2024 09:16,NEW,2 : 0,TOT
Football League,England,Week 33,#485201,02/11/2024 09:13,CHE,4 : 2,BHA
Football League,England,Week 33,#485202,02/11/2024 09:13,BRN,2 : 2,WOL
Football League,England,Week 33,#485203,02/11/2024 09:13,SOU,3 : 2,MUN
Football League,England,Week 33,#485204,02/11/2024 09:13,MCI,3 : 0,IPS
Football League,England,Week 33,#485205,02/11/2024 09:13,TOT,1 : 1,FOR
Football League,England,Week 33,#485206,02/11/2024 09:13,LIV,5 : 1,NEW
Football League,England,Week 33,#485207,02/11/2024 09:13,CRY,1 : 1,ARS
Football League,England,Week 33,#485208,02/11/2024 09:13,FUL,1 : 2,WHU
Football League,England,Week 33,#485209,02/11/2024 09:13,AST,2 : 1,EVE
Football League,England,Week 33,#485210,02/11/2024 09:13,BOU,2 : 3,LEI
Football League,England,Week 32,#485191,02/11/2024 09:10,BHA,0 : 0,AST
Football League,England,Week 32,#485192,02/11/2024 09:10,FOR,1 : 0,LIV
Football League,England,Week 32,#485193,02/11/2024 09:10,MUN,6 : 0,TOT
Football League,England,Week 32,#485194,02/11/2024 09:10,NEW,3 : 0,FUL
Football League,England,Week 32,#485195,02/11/2024 09:10,BOU,1 : 0,BRN
Football League,England,Week 32,#485196,02/11/2024 09:10,WOL,1 : 0,SOU
Football League,England,Week 32,#485197,02/11/2024 09:10,ARS,2 : 2,CHE
Football League,England,Week 32,#485198,02/11/2024 09:10,LEI,2 : 4,MCI
Football League,England,Week 32,#485199,02/11/2024 09:10,WHU,2 : 2,EVE
Football League,England,Week 32,#485200,02/11/2024 09:10,IPS,1 : 1,CRY
Football League,England,Week 31,#485181,02/11/2024 09:07,NEW,1 : 3,WHU
Football League,England,Week 31,#485182,02/11/2024 09:07,TOT,2 : 0,WOL
Football League,England,Week 31,#485183,02/11/2024 09:07,CHE,2 : 0,IPS
Football League,England,Week 31,#485184,02/11/2024 09:07,SOU,1 : 1,BOU
Football League,England,Week 31,#485185,02/11/2024 09:07,FUL,0 : 2,FOR
Football League,England,Week 31,#485186,02/11/2024 09:07,AST,1 : 1,ARS
Football League,England,Week 31,#485187,02/11/2024 09:07,MCI,0 : 0,BRN
Football League,England,Week 31,#485188,02/11/2024 09:07,EVE,1 : 1,BHA
Football League,England,Week 31,#485189,02/11/2024 09:07,CRY,2 : 0,LEI
Football League,England,Week 31,#485190,02/11/2024 09:07,LIV,1 : 0,MUN
Football League,England,Week 30,#485171,02/11/2024 09:04,BOU,1 : 2,TOT
Football League,England,Week 30,#485172,02/11/2024 09:04,FOR,2 : 2,NEW
Football League,England,Week 30,#485173,02/11/2024 09:04,BRN,3 : 0,CRY
Football League,England,Week 30,#485174,02/11/2024 09:04,WHU,1 : 2,BHA
Football League,England,Week 30,#485175,02/11/2024 09:04,MCI,3 : 0,SOU
Football League,England,Week 30,#485176,02/11/2024 09:04,ARS,2 : 1,EVE
Football League,England,Week 30,#485177,02/11/2024 09:04,WOL,0 : 1,LIV
Football League,England,Week 30,#485178,02/11/2024 09:04,LEI,0 : 0,CHE
Football League,England,Week 30,#485179,02/11/2024 09:04,MUN,1 : 0,FUL
Football League,England,Week 30,#485180,02/11/2024 09:04,IPS,1 : 0,AST
Football League,England,Week 29,#485161,02/11/2024 09:01,LIV,0 : 2,BOU
Football League,England,Week 29,#485162,02/11/2024 09:01,AST,3 : 1,LEI
Football League,England,Week 29,#485163,02/11/2024 09:01,BHA,0 : 0,ARS
Football League,England,Week 29,#485164,02/11/2024 09:01,FOR,1 : 3,WHU
Football League,England,Week 29,#485165,02/11/2024 09:01,CRY,2 : 1,SOU
Football League,England,Week 29,#485166,02/11/2024 09:01,NEW,1 : 0,MUN
Football League,England,Week 29,#485167,02/11/2024 09:01,FUL,1 : 2,WOL
Football League,England,Week 29,#485168,02/11/2024 09:01,EVE,3 : 2,IPS
Football League,England,Week 29,#485169,02/11/2024 09:01,CHE,0 : 0,BRN
Football League,England,Week 29,#485170,02/11/2024 09:01,TOT,2 : 3,MCI
Football League,England,Week 28,#485151,02/11/2024 08:58,SOU,0 : 3,CHE
Football League,England,Week 28,#485152,02/11/2024 08:58,WOL,2 : 0,NEW
Football League,England,Week 28,#485153,02/11/2024 08:58,MCI,3 : 2,LIV
Football League,England,Week 28,#485154,02/11/2024 08:58,IPS,0 : 2,BHA
Football League,England,Week 28,#485155,02/11/2024 08:58,CRY,1 : 4,TOT
Football League,England,Week 28,#485156,02/11/2024 08:58,MUN,2 : 0,FOR
Football League,England,Week 28,#485157,02/11/2024 08:58,WHU,0 : 3,ARS
Football League,England,Week 28,#485158,02/11/2024 08:58,BRN,0 : 2,AST
Football League,England,Week 28,#485159,02/11/2024 08:58,BOU,2 : 0,FUL
Football League,England,Week 28,#485160,02/11/2024 08:58,LEI,1 : 1,EVE
Football League,England,Week 27,#485141,02/11/2024 08:55,MUN,3 : 0,WHU
Football League,England,Week 27,#485142,02/11/2024 08:55,CHE,1 : 2,TOT
Football League,England,Week 27,#485143,02/11/2024 08:55,ARS,2 : 0,IPS
Football League,England,Week 27,#485144,02/11/2024 08:55,LIV,3 : 2,CRY
Football League,England,Week 27,#485145,02/11/2024 08:55,BHA,4 : 0,LEI
Football League,England,Week 27,#485146,02/11/2024 08:55,AST,3 : 0,SOU
Football League,England,Week 27,#485147,02/11/2024 08:55,FUL,2 : 0,MCI
Football League,England,Week 27,#485148,02/11/2024 08:55,EVE,1 : 2,BRN
Football League,England,Week 27,#485149,02/11/2024 08:55,FOR,2 : 0,WOL
Football League,England,Week 27,#485150,02/11/2024 08:55,NEW,0 : 2,BOU
Football League,England,Week 26,#485131,02/11/2024 08:52,MCI,2 : 2,NEW
Football League,England,Week 26,#485132,02/11/2024 08:52,CHE,0 : 3,LIV
Football League,England,Week 26,#485133,02/11/2024 08:52,WOL,2 : 0,MUN
Football League,England,Week 26,#485134,02/11/2024 08:52,BRN,1 : 2,BHA
Football League,England,Week 26,#485135,02/11/2024 08:52,SOU,0 : 2,EVE
Football League,England,Week 26,#485136,02/11/2024 08:52,BOU,1 : 2,FOR
Football League,England,Week 26,#485137,02/11/2024 08:52,TOT,1 : 1,AST
Football League,England,Week 26,#485138,02/11/2024 08:52,CRY,1 : 0,FUL
Football League,England,Week 26,#485139,02/11/2024 08:52,LEI,0 : 2,ARS
Football League,England,Week 26,#485140,02/11/2024 08:52,WHU,2 : 1,IPS
Football League,England,Week 25,#485121,02/11/2024 08:49,AST,2 : 2,LIV
Football League,England,Week 25,#485122,02/11/2024 08:49,IPS,1 : 0,LEI
Football League,England,Week 25,#485123,02/11/2024 08:49,WOL,1 : 2,WHU
Football League,England,Week 25,#485124,02/11/2024 08:49,FUL,2 : 3,CHE
Football League,England,Week 25,#485125,02/11/2024 08:49,NEW,6 : 0,CRY
Football League,England,Week 25,#485126,02/11/2024 08:49,ARS,0 : 4,BRN
Football League,England,Week 25,#485127,02/11/2024 08:49,MUN,0 : 2,BOU
Football League,England,Week 25,#485128,02/11/2024 08:49,EVE,2 : 0,TOT
Football League,England,Week 25,#485129,02/11/2024 08:49,FOR,3 : 2,MCI
Football League,England,Week 25,#485130,02/11/2024 08:49,BHA,4 : 0,SOU
Football League,England,Week 24,#485111,02/11/2024 08:46,MCI,2 : 1,MUN
Football League,England,Week 24,#485112,02/11/2024 08:46,CRY,4 : 2,FOR
Football League,England,Week 24,#485113,02/11/2024 08:46,BRN,1 : 0,IPS
Football League,England,Week 24,#485114,02/11/2024 08:46,TOT,2 : 0,BHA
Football League,England,Week 24,#485115,02/11/2024 08:46,CHE,0 : 1,NEW
Football League,England,Week 24,#485116,02/11/2024 08:46,LIV,3 : 1,EVE
Football League,England,Week 24,#485117,02/11/2024 08:46,BOU,1 : 1,WOL
Football League,England,Week 24,#485118,02/11/2024 08:46,SOU,1 : 3,ARS
Football League,England,Week 24,#485119,02/11/2024 08:46,AST,2 : 1,FUL
Football League,England,Week 24,#485120,02/11/2024 08:46,WHU,4 : 1,LEI
Football League,England,Week 23,#485101,02/11/2024 08:43,LEI,0 : 2,BRN
Football League,England,Week 23,#485102,02/11/2024 08:43,NEW,2 : 1,AST
Football League,England,Week 23,#485103,02/11/2024 08:43,MUN,4 : 1,CRY
Football League,England,Week 23,#485104,02/11/2024 08:43,ARS,2 : 1,TOT
Football League,England,Week 23,#485105,02/11/2024 08:43,EVE,1 : 0,FUL
Football League,England,Week 23,#485106,02/11/2024 08:43,FOR,0 : 1,CHE
Football League,England,Week 23,#485107,02/11/2024 08:43,BOU,0 : 0,WHU
Football League,England,Week 23,#485108,02/11/2024 08:43,WOL,0 : 1,MCI
Football League,England,Week 23,#485109,02/11/2024 08:43,IPS,0 : 1,SOU
Football League,England,Week 23,#485110,02/11/2024 08:43,BHA,1 : 3,LIV
Football League,England,Week 22,#485091,02/11/2024 08:40,EVE,1 : 1,NEW
Football League,England,Week 22,#485092,02/11/2024 08:40,WHU,0 : 0,BRN
Football League,England,Week 22,#485093,02/11/2024 08:40,FUL,1 : 0,BHA
Football League,England,Week 22,#485094,02/11/2024 08:40,LIV,2 : 0,ARS
Football League,England,Week 22,#485095,02/11/2024 08:40,MCI,5 : 1,BOU
Football League,England,Week 22,#485096,02/11/2024 08:40,AST,2 : 1,FOR
Football League,England,Week 22,#485097,02/11/2024 08:40,SOU,0 : 1,LEI
Football League,England,Week 22,#485098,02/11/2024 08:40,CRY,1 : 0,WOL
Football League,England,Week 22,#485099,02/11/2024 08:40,CHE,1 : 1,MUN
Football League,England,Week 22,#485100,02/11/2024 08:40,TOT,1 : 1,IPS
Football League,England,Week 21,#485081,02/11/2024 08:37,FOR,1 : 0,EVE
Football League,England,Week 21,#485082,02/11/2024 08:37,BOU,3 : 3,CRY
Football League,England,Week 21,#485083,02/11/2024 08:37,BRN,1 : 0,SOU
Football League,England,Week 21,#485084,02/11/2024 08:37,ARS,4 : 1,FUL
Football League,England,Week 21,#485085,02/11/2024 08:37,BHA,1 : 0,NEW
Football League,England,Week 21,#485086,02/11/2024 08:37,MCI,3 : 2,WHU
Football League,England,Week 21,#485087,02/11/2024 08:37,WOL,1 : 1,CHE
Football League,England,Week 21,#485088,02/11/2024 08:37,LEI,0 : 3,TOT
Football League,England,Week 21,#485089,02/11/2024 08:37,IPS,0 : 2,LIV
Football League,England,Week 21,#485090,02/11/2024 08:37,MUN,5 : 1,AST
Football League,England,Week 20,#485071,02/11/2024 08:34,EVE,1 : 0,MUN
Football League,England,Week 20,#485072,02/11/2024 08:34,TOT,3 : 1,BRN
Football League,England,Week 20,#485073,02/11/2024 08:34,CHE,0 : 2,BOU
Football League,England,Week 20,#485074,02/11/2024 08:34,AST,2 : 0,WOL
Football League,England,Week 20,#485075,02/11/2024 08:34,FUL,0 : 1,IPS
Football League,England,Week 20,#485076,02/11/2024 08:34,BHA,2 : 0,FOR
Football League,England,Week 20,#485077,02/11/2024 08:34,WHU,3 : 1,SOU
Football League,England,Week 20,#485078,02/11/2024 08:34,NEW,1 : 2,ARS
Football League,England,Week 20,#485079,02/11/2024 08:34,LIV,3 : 2,LEI
Football League,England,Week 20,#485080,02/11/2024 08:34,CRY,0 : 3,MCI
Football League,England,Week 19,#485061,02/11/2024 08:31,BOU,0 : 1,AST
Football League,England,Week 19,#485062,02/11/2024 08:31,SOU,0 : 2,TOT
Football League,England,Week 19,#485063,02/11/2024 08:31,BRN,1 : 2,LIV
Football League,England,Week 19,#485064,02/11/2024 08:31,IPS,0 : 1,NEW
Football League,England,Week 19,#485065,02/11/2024 08:31,WOL,3 : 0,EVE
Football League,England,Week 19,#485066,02/11/2024 08:31,LEI,0 : 1,FUL
Football League,England,Week 19,#485067,02/11/2024 08:31,MCI,1 : 0,CHE
Football League,England,Week 19,#485068,02/11/2024 08:31,ARS,4 : 1,FOR
Football League,England,Week 19,#485069,02/11/2024 08:31,MUN,0 : 1,BHA
