Game,League,League_Week,Event ID,Date,Team A,Score,Team B
Football League,France,Week 5,#437317,02/11/2024 12:41,LIL,1 : 0,MNT
Football League,France,Week 5,#437318,02/11/2024 12:41,STE,3 : 0,LYO
Football League,France,Week 5,#437319,02/11/2024 12:41,PSG,2 : 1,LNS
Football League,France,Week 4,#437302,02/11/2024 12:38,AXR,1 : 4,ANG
Football League,France,Week 4,#437303,02/11/2024 12:38,REI,1 : 0,SBR
Football League,France,Week 4,#437304,02/11/2024 12:38,STE,1 : 3,NAN
Football League,France,Week 4,#437305,02/11/2024 12:38,MNT,0 : 1,PSG
Football League,France,Week 4,#437306,02/11/2024 12:38,TOU,1 : 0,LEH
Football League,France,Week 4,#437307,02/11/2024 12:38,REN,2 : 1,LNS
Football League,France,Week 4,#437308,02/11/2024 12:38,STR,1 : 0,MRS
Football League,France,Week 4,#437309,02/11/2024 12:38,LYO,2 : 1,MON
Football League,France,Week 4,#437310,02/11/2024 12:38,NIC,3 : 0,LIL
Football League,France,Week 3,#437293,02/11/2024 12:35,MRS,1 : 0,LYO
Football League,France,Week 3,#437294,02/11/2024 12:35,ANG,0 : 1,STE
Football League,France,Week 3,#437295,02/11/2024 12:35,LIL,0 : 1,AXR
Football League,France,Week 3,#437296,02/11/2024 12:35,LNS,1 : 0,MNT
Football League,France,Week 3,#437297,02/11/2024 12:35,LEH,2 : 1,STR
Football League,France,Week 3,#437298,02/11/2024 12:35,SBR,3 : 0,TOU
Football League,France,Week 3,#437299,02/11/2024 12:35,PSG,2 : 2,NIC
Football League,France,Week 3,#437300,02/11/2024 12:35,REI,0 : 1,REN
Football League,France,Week 3,#437301,02/11/2024 12:35,MON,2 : 1,NAN
Football League,France,Week 2,#437284,02/11/2024 12:32,AXR,2 : 4,PSG
Football League,France,Week 2,#437285,02/11/2024 12:32,NIC,2 : 1,LNS
Football League,France,Week 2,#437286,02/11/2024 12:32,MON,2 : 0,ANG
Football League,France,Week 2,#437287,02/11/2024 12:32,REN,4 : 1,MNT
Football League,France,Week 2,#437288,02/11/2024 12:32,STR,0 : 2,SBR
Football League,France,Week 2,#437289,02/11/2024 12:32,LYO,1 : 1,LEH
Football League,France,Week 2,#437290,02/11/2024 12:32,NAN,0 : 2,MRS
Football League,France,Week 2,#437291,02/11/2024 12:32,TOU,0 : 1,REI
Football League,France,Week 2,#437292,02/11/2024 12:32,STE,3 : 1,LIL
Football League,France,Week 1,#437275,02/11/2024 12:29,REI,2 : 2,STR
Football League,France,Week 1,#437276,02/11/2024 12:29,MNT,2 : 4,NIC
Football League,France,Week 1,#437277,02/11/2024 12:29,MRS,0 : 0,ANG
Football League,France,Week 1,#437278,02/11/2024 12:29,SBR,2 : 2,LYO
Football League,France,Week 1,#437279,02/11/2024 12:29,TOU,1 : 3,REN
Football League,France,Week 1,#437280,02/11/2024 12:29,LNS,1 : 1,AXR
Football League,France,Week 1,#437281,02/11/2024 12:29,LEH,1 : 0,NAN
Football League,France,Week 1,#437282,02/11/2024 12:29,LIL,6 : 0,MON
Football League,France,Week 1,#437283,02/11/2024 12:29,PSG,3 : 1,STE
Football League,France,Week 34,#437266,02/11/2024 12:26,REI,4 : 2,ANG
Football League,France,Week 34,#437267,02/11/2024 12:26,NAN,1 : 1,NIC
Football League,France,Week 34,#437268,02/11/2024 12:26,STE,1 : 1,LIL
Football League,France,Week 34,#437269,02/11/2024 12:26,STR,2 : 0,TOU
Football League,France,Week 34,#437270,02/11/2024 12:26,AXR,3 : 3,SBR
Football League,France,Week 34,#437271,02/11/2024 12:26,LNS,2 : 0,MON
Football League,France,Week 34,#437272,02/11/2024 12:26,LYO,2 : 0,REN
Football League,France,Week 34,#437273,02/11/2024 12:26,PSG,2 : 0,MNT
Football League,France,Week 34,#437274,02/11/2024 12:26,LEH,0 : 1,MRS
Football League,France,Week 33,#437257,02/11/2024 12:23,SBR,4 : 0,REI
Football League,France,Week 33,#437258,02/11/2024 12:23,NIC,1 : 0,TOU
Football League,France,Week 33,#437259,02/11/2024 12:23,STE,1 : 1,AXR
Football League,France,Week 33,#437260,02/11/2024 12:23,ANG,0 : 0,PSG
Football League,France,Week 33,#437261,02/11/2024 12:23,LIL,0 : 1,LNS
Football League,France,Week 33,#437262,02/11/2024 12:23,MRS,0 : 1,STR
Football League,France,Week 33,#437263,02/11/2024 12:23,REN,4 : 1,NAN
Football League,France,Week 33,#437264,02/11/2024 12:23,MNT,0 : 1,LEH
Football League,France,Week 33,#437265,02/11/2024 12:23,MON,1 : 2,LYO
Football League,France,Week 32,#437248,02/11/2024 12:20,LNS,4 : 1,STE
Football League,France,Week 32,#437249,02/11/2024 12:20,PSG,1 : 1,SBR
Football League,France,Week 32,#437250,02/11/2024 12:20,STR,2 : 1,MNT
Football League,France,Week 32,#437251,02/11/2024 12:20,LEH,1 : 0,ANG
Football League,France,Week 32,#437252,02/11/2024 12:20,NIC,0 : 1,MRS
Football League,France,Week 32,#437253,02/11/2024 12:20,LYO,0 : 1,LIL
Football League,France,Week 32,#437254,02/11/2024 12:20,TOU,1 : 4,REN
Football League,France,Week 32,#437255,02/11/2024 12:20,NAN,1 : 1,MON
Football League,France,Week 32,#437256,02/11/2024 12:20,AXR,1 : 1,REI
Football League,France,Week 31,#437239,02/11/2024 12:17,MON,0 : 1,TOU
Football League,France,Week 31,#437240,02/11/2024 12:17,STE,1 : 1,LYO
Football League,France,Week 31,#437241,02/11/2024 12:17,ANG,1 : 2,STR
Football League,France,Week 31,#437242,02/11/2024 12:17,REN,1 : 4,MRS
Football League,France,Week 31,#437243,02/11/2024 12:17,LNS,2 : 1,AXR
Football League,France,Week 31,#437244,02/11/2024 12:17,SBR,2 : 2,LEH
Football League,France,Week 31,#437245,02/11/2024 12:17,MNT,2 : 2,NIC
Football League,France,Week 31,#437246,02/11/2024 12:17,REI,1 : 1,PSG
Football League,France,Week 31,#437247,02/11/2024 12:17,LIL,1 : 1,NAN
Football League,France,Week 30,#437230,02/11/2024 12:14,LEH,2 : 2,REI
Football League,France,Week 30,#437231,02/11/2024 12:14,TOU,2 : 3,LIL
Football League,France,Week 30,#437232,02/11/2024 12:14,NAN,1 : 3,STE
Football League,France,Week 30,#437233,02/11/2024 12:14,REN,0 : 0,MNT
Football League,France,Week 30,#437234,02/11/2024 12:14,LYO,4 : 0,LNS
Football League,France,Week 30,#437235,02/11/2024 12:14,NIC,3 : 0,ANG
Football League,France,Week 30,#437236,02/11/2024 12:14,MRS,1 : 1,MON
Football League,France,Week 30,#437237,02/11/2024 12:14,AXR,1 : 3,PSG
Football League,France,Week 30,#437238,02/11/2024 12:14,STR,0 : 0,SBR
Football League,France,Week 29,#437221,02/11/2024 12:11,PSG,1 : 1,LEH
Football League,France,Week 29,#437222,02/11/2024 12:11,ANG,0 : 2,REN
Football League,France,Week 29,#437223,02/11/2024 12:11,LNS,4 : 0,NAN
Football League,France,Week 29,#437224,02/11/2024 12:11,STE,0 : 0,TOU
Football League,France,Week 29,#437225,02/11/2024 12:11,MON,4 : 1,MNT
Football League,France,Week 29,#437226,02/11/2024 12:11,LYO,0 : 0,AXR
Football League,France,Week 29,#437227,02/11/2024 12:11,REI,0 : 1,STR
Football League,France,Week 29,#437228,02/11/2024 12:11,LIL,1 : 3,MRS
Football League,France,Week 29,#437229,02/11/2024 12:11,SBR,3 : 2,NIC
Football League,France,Week 28,#437212,02/11/2024 12:08,NAN,1 : 1,LYO
Football League,France,Week 28,#437213,02/11/2024 12:08,STR,1 : 1,PSG
Football League,France,Week 28,#437214,02/11/2024 12:08,NIC,2 : 0,REI
Football League,France,Week 28,#437215,02/11/2024 12:08,MNT,2 : 0,LIL
Football League,France,Week 28,#437216,02/11/2024 12:08,MRS,2 : 1,STE
Football League,France,Week 28,#437217,02/11/2024 12:08,MON,1 : 0,ANG
Football League,France,Week 28,#437218,02/11/2024 12:08,REN,2 : 0,SBR
Football League,France,Week 28,#437219,02/11/2024 12:08,TOU,2 : 3,LNS
Football League,France,Week 28,#437220,02/11/2024 12:08,AXR,1 : 0,LEH
Football League,France,Week 27,#437203,02/11/2024 12:05,REI,3 : 1,REN
Football League,France,Week 27,#437204,02/11/2024 12:05,LEH,3 : 2,STR
Football League,France,Week 27,#437205,02/11/2024 12:05,LYO,2 : 2,TOU
Football League,France,Week 27,#437206,02/11/2024 12:05,NAN,1 : 1,AXR
Football League,France,Week 27,#437207,02/11/2024 12:05,STE,1 : 2,MNT
Football League,France,Week 27,#437208,02/11/2024 12:05,PSG,1 : 0,NIC
Football League,France,Week 27,#437209,02/11/2024 12:05,LIL,1 : 0,ANG
Football League,France,Week 27,#437210,02/11/2024 12:05,SBR,1 : 3,MON
Football League,France,Week 27,#437211,02/11/2024 12:05,LNS,0 : 3,MRS
Football League,France,Week 26,#437194,02/11/2024 12:02,AXR,1 : 1,STR
Football League,France,Week 26,#437195,02/11/2024 12:02,NIC,1 : 0,LEH
Football League,France,Week 26,#437196,02/11/2024 12:02,MON,1 : 4,REI
Football League,France,Week 26,#437197,02/11/2024 12:02,ANG,1 : 0,STE
Football League,France,Week 26,#437198,02/11/2024 12:02,TOU,0 : 0,NAN
Football League,France,Week 26,#437199,02/11/2024 12:02,MNT,2 : 2,LNS
Football League,France,Week 26,#437200,02/11/2024 12:02,MRS,4 : 1,LYO
Football League,France,Week 26,#437201,02/11/2024 12:02,REN,0 : 0,PSG
Football League,France,Week 26,#437202,02/11/2024 12:02,LIL,1 : 0,SBR
Football League,France,Week 25,#437185,02/11/2024 11:59,STE,2 : 1,SBR
Football League,France,Week 25,#437186,02/11/2024 11:59,REI,2 : 4,LIL
Football League,France,Week 25,#437187,02/11/2024 11:59,LNS,3 : 1,ANG
Football League,France,Week 25,#437188,02/11/2024 11:59,LEH,1 : 0,REN
Football League,France,Week 25,#437189,02/11/2024 11:59,STR,2 : 2,NIC
Football League,France,Week 25,#437190,02/11/2024 11:59,LYO,2 : 0,MNT
Football League,France,Week 25,#437191,02/11/2024 11:59,TOU,2 : 0,AXR
Football League,France,Week 25,#437192,02/11/2024 11:59,PSG,2 : 1,MON
Football League,France,Week 25,#437193,02/11/2024 11:59,NAN,0 : 1,MRS
Football League,France,Week 24,#437176,02/11/2024 11:56,MON,2 : 1,LEH
Football League,France,Week 24,#437177,02/11/2024 11:56,AXR,0 : 2,NIC
Football League,France,Week 24,#437178,02/11/2024 11:56,STE,0 : 2,REI
Football League,France,Week 24,#437179,02/11/2024 11:56,LIL,2 : 2,PSG
Football League,France,Week 24,#437180,02/11/2024 11:56,MNT,2 : 2,NAN
Football League,France,Week 24,#437181,02/11/2024 11:56,MRS,4 : 0,TOU
Football League,France,Week 24,#437182,02/11/2024 11:56,SBR,1 : 0,LNS
Football League,France,Week 24,#437183,02/11/2024 11:56,REN,1 : 2,STR
Football League,France,Week 24,#437184,02/11/2024 11:56,ANG,2 : 2,LYO
Football League,France,Week 23,#437167,02/11/2024 11:53,NIC,1 : 0,REN
Football League,France,Week 23,#437168,02/11/2024 11:53,MRS,2 : 0,AXR
Football League,France,Week 23,#437169,02/11/2024 11:53,NAN,1 : 1,ANG
Football League,France,Week 23,#437170,02/11/2024 11:53,LEH,1 : 1,LIL
Football League,France,Week 23,#437171,02/11/2024 11:53,TOU,2 : 3,MNT
Football League,France,Week 23,#437172,02/11/2024 11:53,STR,3 : 1,MON
Football League,France,Week 23,#437173,02/11/2024 11:53,LYO,1 : 1,SBR
Football League,France,Week 23,#437174,02/11/2024 11:53,LNS,1 : 0,REI
Football League,France,Week 23,#437175,02/11/2024 11:53,PSG,2 : 1,STE
Football League,France,Week 22,#437158,02/11/2024 11:50,LNS,1 : 2,PSG
Football League,France,Week 22,#437159,02/11/2024 11:50,REI,2 : 0,LYO
Football League,France,Week 22,#437160,02/11/2024 11:50,STE,1 : 0,LEH
Football League,France,Week 22,#437161,02/11/2024 11:50,ANG,1 : 1,TOU
Football League,France,Week 22,#437162,02/11/2024 11:50,SBR,1 : 0,NAN
Football League,France,Week 22,#437163,02/11/2024 11:50,MON,3 : 1,NIC
Football League,France,Week 22,#437164,02/11/2024 11:50,AXR,1 : 0,REN
Football League,France,Week 22,#437165,02/11/2024 11:50,LIL,0 : 1,STR
Football League,France,Week 22,#437166,02/11/2024 11:50,MNT,0 : 1,MRS
Football League,France,Week 21,#437149,02/11/2024 11:47,STR,1 : 0,STE
Football League,France,Week 21,#437150,02/11/2024 11:47,REN,3 : 2,MON
Football League,France,Week 21,#437151,02/11/2024 11:47,MRS,1 : 1,ANG
Football League,France,Week 21,#437152,02/11/2024 11:47,LYO,0 : 0,PSG
Football League,France,Week 21,#437153,02/11/2024 11:47,MNT,0 : 2,AXR
Football League,France,Week 21,#437154,02/11/2024 11:47,LEH,0 : 2,LNS
Football League,France,Week 21,#437155,02/11/2024 11:47,NIC,1 : 3,LIL
Football League,France,Week 21,#437156,02/11/2024 11:47,TOU,0 : 1,SBR
Football League,France,Week 21,#437157,02/11/2024 11:47,NAN,4 : 0,REI
Football League,France,Week 20,#437140,02/11/2024 11:44,STE,0 : 1,NIC
Football League,France,Week 20,#437141,02/11/2024 11:44,REI,1 : 0,TOU
Football League,France,Week 20,#437142,02/11/2024 11:44,SBR,2 : 3,MRS
Football League,France,Week 20,#437143,02/11/2024 11:44,LNS,3 : 3,STR
Football League,France,Week 20,#437144,02/11/2024 11:44,AXR,0 : 0,MON
Football League,France,Week 20,#437145,02/11/2024 11:44,PSG,2 : 0,NAN
Football League,France,Week 20,#437146,02/11/2024 11:44,LIL,2 : 0,REN
Football League,France,Week 20,#437147,02/11/2024 11:44,LYO,2 : 1,LEH
Football League,France,Week 20,#437148,02/11/2024 11:44,ANG,1 : 0,MNT
Football League,France,Week 19,#437131,02/11/2024 11:41,MON,0 : 2,LIL
Football League,France,Week 19,#437132,02/11/2024 11:41,NAN,0 : 2,LEH
Football League,France,Week 19,#437133,02/11/2024 11:41,REN,2 : 1,STE
Football League,France,Week 19,#437134,02/11/2024 11:41,STR,0 : 1,LYO
Football League,France,Week 19,#437135,02/11/2024 11:41,NIC,3 : 0,LNS
Football League,France,Week 19,#437136,02/11/2024 11:41,MRS,2 : 1,REI
Football League,France,Week 19,#437137,02/11/2024 11:41,MNT,3 : 3,SBR
Football League,France,Week 19,#437138,02/11/2024 11:41,ANG,1 : 1,AXR
Football League,France,Week 19,#437139,02/11/2024 11:41,TOU,0 : 1,PSG
Football League,France,Week 18,#437122,02/11/2024 11:38,LEH,0 : 0,TOU
Football League,France,Week 18,#437123,02/11/2024 11:38,PSG,0 : 2,MRS
Football League,France,Week 18,#437124,02/11/2024 11:38,AXR,2 : 1,LIL
Football League,France,Week 18,#437125,02/11/2024 11:38,NAN,0 : 0,STR
Football League,France,Week 18,#437126,02/11/2024 11:38,STE,1 : 2,MON
Football League,France,Week 18,#437127,02/11/2024 11:38,SBR,3 : 0,ANG
Football League,France,Week 18,#437128,02/11/2024 11:38,LYO,1 : 2,NIC
Football League,France,Week 18,#437129,02/11/2024 11:38,LNS,2 : 1,REN
Football League,France,Week 18,#437130,02/11/2024 11:38,REI,2 : 1,MNT
Football League,France,Week 17,#437113,02/11/2024 11:35,NIC,2 : 0,NAN
Football League,France,Week 17,#437114,02/11/2024 11:35,TOU,1 : 0,STR
Football League,France,Week 17,#437115,02/11/2024 11:35,SBR,0 : 1,AXR
Football League,France,Week 17,#437116,02/11/2024 11:35,MON,2 : 1,LNS
Football League,France,Week 17,#437117,02/11/2024 11:35,ANG,3 : 0,REI
Football League,France,Week 17,#437118,02/11/2024 11:35,MRS,3 : 0,LEH
Football League,France,Week 17,#437119,02/11/2024 11:35,MNT,0 : 2,PSG
Football League,France,Week 17,#437120,02/11/2024 11:35,LIL,0 : 0,STE
Football League,France,Week 17,#437121,02/11/2024 11:35,REN,2 : 3,LYO
Football League,France,Week 16,#437104,02/11/2024 11:32,REI,0 : 1,SBR
Football League,France,Week 16,#437105,02/11/2024 11:32,AXR,0 : 0,STE
Football League,France,Week 16,#437106,02/11/2024 11:32,TOU,0 : 1,NIC
Football League,France,Week 16,#437107,02/11/2024 11:32,STR,1 : 3,MRS
Football League,France,Week 16,#437108,02/11/2024 11:32,LNS,1 : 0,LIL
Football League,France,Week 16,#437109,02/11/2024 11:32,LEH,1 : 0,MNT
Football League,France,Week 16,#437110,02/11/2024 11:32,NAN,0 : 1,REN
Football League,France,Week 16,#437111,02/11/2024 11:32,LYO,2 : 3,MON
Football League,France,Week 16,#437112,02/11/2024 11:32,PSG,0 : 1,ANG
Football League,France,Week 15,#437095,02/11/2024 11:29,MNT,0 : 0,STR
Football League,France,Week 15,#437096,02/11/2024 11:29,LIL,3 : 2,LYO
Football League,France,Week 15,#437097,02/11/2024 11:29,MRS,4 : 2,NIC
Football League,France,Week 15,#437098,02/11/2024 11:29,REI,0 : 2,AXR
Football League,France,Week 15,#437099,02/11/2024 11:29,ANG,1 : 0,LEH
Football League,France,Week 15,#437100,02/11/2024 11:29,STE,1 : 1,LNS
Football League,France,Week 15,#437101,02/11/2024 11:29,SBR,1 : 0,PSG
Football League,France,Week 15,#437102,02/11/2024 11:29,REN,4 : 0,TOU
Football League,France,Week 15,#437103,02/11/2024 11:29,MON,1 : 0,NAN
Football League,France,Week 14,#437086,02/11/2024 11:26,PSG,0 : 0,REI
Football League,France,Week 14,#437087,02/11/2024 11:26,LYO,3 : 2,STE
Football League,France,Week 14,#437088,02/11/2024 11:26,AXR,1 : 0,LNS
Football League,France,Week 14,#437089,02/11/2024 11:26,STR,3 : 0,ANG
Football League,France,Week 14,#437090,02/11/2024 11:26,NAN,1 : 0,LIL
Football League,France,Week 14,#437091,02/11/2024 11:26,MRS,0 : 0,REN
Football League,France,Week 14,#437092,02/11/2024 11:26,LEH,1 : 0,SBR
Football League,France,Week 14,#437093,02/11/2024 11:26,TOU,2 : 3,MON
Football League,France,Week 14,#437094,02/11/2024 11:26,NIC,3 : 1,MNT
Football League,France,Week 13,#437077,02/11/2024 11:23,REI,2 : 1,LEH
Football League,France,Week 13,#437078,02/11/2024 11:23,MNT,2 : 0,REN
Football League,France,Week 13,#437079,02/11/2024 11:23,LIL,3 : 3,TOU
Football League,France,Week 13,#437080,02/11/2024 11:23,SBR,1 : 0,STR
Football League,France,Week 13,#437081,02/11/2024 11:23,ANG,1 : 0,NIC
Football League,France,Week 13,#437082,02/11/2024 11:23,MON,1 : 0,MRS
Football League,France,Week 13,#437083,02/11/2024 11:23,STE,2 : 0,NAN
Football League,France,Week 13,#437084,02/11/2024 11:23,PSG,0 : 0,AXR
Football League,France,Week 13,#437085,02/11/2024 11:23,LNS,3 : 1,LYO
Football League,France,Week 12,#437068,02/11/2024 11:20,NAN,1 : 2,LNS
Football League,France,Week 12,#437069,02/11/2024 11:20,TOU,1 : 1,STE
Football League,France,Week 12,#437070,02/11/2024 11:20,STR,1 : 2,REI
Football League,France,Week 12,#437071,02/11/2024 11:20,MNT,2 : 3,MON
Football League,France,Week 12,#437072,02/11/2024 11:20,REN,3 : 1,ANG
Football League,France,Week 12,#437073,02/11/2024 11:20,MRS,3 : 0,LIL
Football League,France,Week 12,#437074,02/11/2024 11:20,AXR,1 : 2,LYO
Football League,France,Week 12,#437075,02/11/2024 11:20,LEH,0 : 1,PSG
Football League,France,Week 12,#437076,02/11/2024 11:20,NIC,5 : 1,SBR
Football League,France,Week 11,#437059,02/11/2024 11:17,LNS,4 : 1,TOU
Football League,France,Week 11,#437060,02/11/2024 11:17,LYO,1 : 0,NAN
Football League,France,Week 11,#437061,02/11/2024 11:17,REI,2 : 2,NIC
Football League,France,Week 11,#437062,02/11/2024 11:17,PSG,0 : 3,STR
Football League,France,Week 11,#437063,02/11/2024 11:17,ANG,2 : 2,MON
Football League,France,Week 11,#437064,02/11/2024 11:17,LIL,1 : 0,MNT
Football League,France,Week 11,#437065,02/11/2024 11:17,STE,1 : 0,MRS
Football League,France,Week 11,#437066,02/11/2024 11:17,LEH,0 : 1,AXR
Football League,France,Week 11,#437067,02/11/2024 11:17,SBR,3 : 0,REN
Football League,France,Week 10,#437050,02/11/2024 11:14,MNT,2 : 1,STE
Football League,France,Week 10,#437051,02/11/2024 11:14,AXR,1 : 1,NAN
Football League,France,Week 10,#437052,02/11/2024 11:14,STR,1 : 1,LEH
Football League,France,Week 10,#437053,02/11/2024 11:14,MON,4 : 0,SBR
Football League,France,Week 10,#437054,02/11/2024 11:14,NIC,2 : 4,PSG
Football League,France,Week 10,#437055,02/11/2024 11:14,MRS,2 : 0,LNS
Football League,France,Week 10,#437056,02/11/2024 11:14,REN,3 : 1,REI
Football League,France,Week 10,#437057,02/11/2024 11:14,TOU,0 : 1,LYO
Football League,France,Week 10,#437058,02/11/2024 11:14,ANG,0 : 2,LIL
Football League,France,Week 9,#437041,02/11/2024 11:11,LYO,4 : 2,MRS
Football League,France,Week 9,#437042,02/11/2024 11:11,PSG,2 : 3,REN
Football League,France,Week 9,#437043,02/11/2024 11:11,NAN,1 : 1,TOU
Football League,France,Week 9,#437044,02/11/2024 11:11,LNS,3 : 1,MNT
Football League,France,Week 9,#437045,02/11/2024 11:11,STR,1 : 2,AXR
Football League,France,Week 9,#437046,02/11/2024 11:11,REI,3 : 0,MON
Football League,France,Week 9,#437047,02/11/2024 11:11,LEH,0 : 4,NIC
Football League,France,Week 9,#437048,02/11/2024 11:11,STE,1 : 0,ANG
Football League,France,Week 9,#437049,02/11/2024 11:11,SBR,0 : 2,LIL
Football League,France,Week 8,#437032,02/11/2024 11:08,AXR,1 : 4,TOU
Football League,France,Week 8,#437033,02/11/2024 11:08,SBR,2 : 2,STE
Football League,France,Week 8,#437034,02/11/2024 11:08,REN,3 : 1,LEH
Football League,France,Week 8,#437035,02/11/2024 11:08,LIL,2 : 1,REI
Football League,France,Week 8,#437036,02/11/2024 11:08,NIC,2 : 0,STR
Football League,France,Week 8,#437037,02/11/2024 11:08,ANG,1 : 2,LNS
Football League,France,Week 8,#437038,02/11/2024 11:08,MON,1 : 0,PSG
Football League,France,Week 8,#437039,02/11/2024 11:08,MNT,1 : 1,LYO
Football League,France,Week 8,#437040,02/11/2024 11:08,MRS,1 : 3,NAN
Football League,France,Week 7,#437023,02/11/2024 11:05,TOU,1 : 0,MRS
Football League,France,Week 7,#437024,02/11/2024 11:05,NAN,4 : 1,MNT
Football League,France,Week 7,#437025,02/11/2024 11:05,LNS,1 : 0,SBR
Football League,France,Week 7,#437026,02/11/2024 11:05,LEH,1 : 2,MON
Football League,France,Week 7,#437027,02/11/2024 11:05,PSG,1 : 1,LIL
Football League,France,Week 7,#437028,02/11/2024 11:05,LYO,6 : 0,ANG
Football League,France,Week 7,#437029,02/11/2024 11:05,NIC,1 : 1,AXR
Football League,France,Week 7,#437030,02/11/2024 11:05,STR,2 : 2,REN
Football League,France,Week 7,#437031,02/11/2024 11:05,REI,0 : 0,STE
Football League,France,Week 6,#437014,02/11/2024 11:02,AXR,1 : 1,MRS
Football League,France,Week 6,#437015,02/11/2024 11:02,ANG,1 : 1,NAN
Football League,France,Week 6,#437016,02/11/2024 11:02,REI,1 : 4,LNS
Football League,France,Week 6,#437017,02/11/2024 11:02,SBR,1 : 0,LYO
Football League,France,Week 6,#437018,02/11/2024 11:02,MON,1 : 1,STR
Football League,France,Week 6,#437019,02/11/2024 11:02,REN,0 : 1,NIC
Football League,France,Week 6,#437020,02/11/2024 11:02,MNT,3 : 0,TOU
Football League,France,Week 6,#437021,02/11/2024 11:02,LIL,0 : 0,LEH
Football League,France,Week 6,#437022,02/11/2024 11:02,STE,0 : 0,PSG
Football League,France,Week 5,#437005,02/11/2024 10:59,MRS,2 : 0,MNT
Football League,France,Week 5,#437006,02/11/2024 10:59,NAN,2 : 2,SBR
Football League,France,Week 5,#437007,02/11/2024 10:59,PSG,4 : 0,LNS
Football League,France,Week 5,#437008,02/11/2024 10:59,NIC,2 : 0,MON
Football League,France,Week 5,#437009,02/11/2024 10:59,LYO,1 : 1,REI
Football League,France,Week 5,#437010,02/11/2024 10:59,LEH,0 : 0,STE
Football League,France,Week 5,#437011,02/11/2024 10:59,TOU,1 : 2,ANG
Football League,France,Week 5,#437012,02/11/2024 10:59,STR,0 : 1,LIL
Football League,France,Week 5,#437013,02/11/2024 10:59,REN,4 : 2,AXR
Football League,France,Week 4,#436996,02/11/2024 10:56,STE,2 : 1,STR
Football League,France,Week 4,#436997,02/11/2024 10:56,AXR,1 : 1,MNT
Football League,France,Week 4,#436998,02/11/2024 10:56,PSG,2 : 0,LYO
Football League,France,Week 4,#436999,02/11/2024 10:56,REI,2 : 1,NAN
Football League,France,Week 4,#437000,02/11/2024 10:56,SBR,2 : 2,TOU
Football League,France,Week 4,#437001,02/11/2024 10:56,LNS,1 : 0,LEH
Football League,France,Week 4,#437002,02/11/2024 10:56,LIL,1 : 0,NIC
Football League,France,Week 4,#437003,02/11/2024 10:56,MON,1 : 2,REN
Football League,France,Week 4,#437004,02/11/2024 10:56,ANG,1 : 2,MRS
Football League,France,Week 3,#436987,02/11/2024 10:53,NIC,3 : 2,STE
Football League,France,Week 3,#436988,02/11/2024 10:53,LEH,1 : 2,LYO
